Interaction:  mu_gam_178(X)^(*)  AntiPart mu_del_178(X)  to  e_eps_85(X)  AntiPart e_eta_163(X)^(*) : Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:mu(X_1), AntiPart mu(X_2),  OffShell A(V_1), : -1/2*i*e^2*gamma_{+%\sigma_325,%eta_160,%eps_82}*gamma_{%\sigma_325,%gam_176,%del_176}*e_{j_73,%del_176}(p_4)_v*e_{i_73,%gam_176}(p_3)_u^(*)*mu_{k_71,%eps_82}(p_1)_u*mu_{l_71,%eta_160}(p_2)_v^(*)/(m_mu^2 + s_12 + 1/2*reg_prop) : 1/4*e^4*(16*m_e^2*m_mu^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(m_mu^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  mu_eps_12509(X)^(*)  AntiPart mu_eta_27112(X)  to  AntiPart OffShell u_eta_27436(X)^(*)  OffShell u_eps_12699(X) : Vertex V_0:AntiPart mu(X_2), mu(X_1),  OffShell A(V_0), Vertex V_1:AntiPart  OffShell u(X_3),  OffShell u(X_4),  OffShell A(V_1), : 1/3*i*e^2*gamma_{+%\mu_41385,%eta_27493,%eps_12696}*gamma_{%\mu_41385,%eta_27494,%eta_27495}*u_{i_15558,%eta_27495}(p_3)_v*u_{j_15558,%eta_27494}(p_4)_u^(*)*mu_{l_15556,%eta_27493}(p_2)_v^(*)*mu_{k_15556,%eps_12696}(p_1)_u/(m_mu^2 + s_12 + 1/2*reg_prop) : 1/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(m_mu^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  mu_eps_12509(X)^(*)  AntiPart OffShell mu_eta_27566(X)  to  u_alpha_20924(X)  AntiPart u_beta_10997(X)^(*) : Vertex V_0:mu(X_1), AntiPart  OffShell mu(X_2),  OffShell A(V_0), Vertex V_1:u(X_3), AntiPart u(X_4),  OffShell A(V_1), : 2/3*i*e^2*gamma_{%\mu_41454,%eta_27564,%eps_12730}*gamma_{+%\mu_41454,%gam_20788,%eps_12731}*u_{j_15573,%eps_12730}(p_4)_v*u_{i_15573,%eta_27564}(p_3)_u^(*)*mu_{k_15571,%eps_12731}(p_1)_u*mu_{l_15571,%gam_20788}(p_2)_v^(*)/(m_mu^2 + 2*s_12 + s_22 + reg_prop) : 4/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(m_mu^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  mu_eps_12509(X)^(*)  AntiPart OffShell mu_eta_27566(X)  to  u_alpha_20924(X)  AntiPart OffShell u_alpha_20940(X)^(*) : Vertex V_0:mu(X_1), AntiPart  OffShell mu(X_2),  OffShell A(V_0), Vertex V_1:u(X_3), AntiPart  OffShell u(X_4),  OffShell A(V_1), : 2/3*i*e^2*gamma_{+%\mu_41494,%eta_27609,%eps_12773}*gamma_{%\mu_41494,%eta_27610,%eta_27611}*u_{j_15580,%eta_27611}(p_4)_v*u_{i_15580,%eta_27610}(p_3)_u^(*)*mu_{k_15578,%eps_12773}(p_1)_u*mu_{l_15578,%eta_27609}(p_2)_v^(*)/(m_mu^2 + 2*s_12 + s_22 + reg_prop) : 4/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(m_mu^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  mu_eps_12509(X)^(*)  AntiPart OffShell mu_eta_27566(X)  to  OffShell u_gam_20811(X)  AntiPart u_del_15791(X)^(*) : Vertex V_0:mu(X_1), AntiPart  OffShell mu(X_2),  OffShell A(V_0), Vertex V_1: OffShell u(X_3), AntiPart u(X_4),  OffShell A(V_1), : 2/3*i*e^2*gamma_{+%\mu_41550,%eta_27683,%eps_12798}*gamma_{%\mu_41550,%eta_27684,%beta_11007}*u_{j_15591,%beta_11007}(p_4)_v*u_{i_15591,%eta_27684}(p_3)_u^(*)*mu_{l_15589,%eta_27683}(p_2)_v^(*)*mu_{k_15589,%eps_12798}(p_1)_u/(m_mu^2 + 2*s_12 + s_22 + reg_prop) : 4/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(m_mu^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  mu_eps_12509(X)^(*)  AntiPart OffShell mu_eta_27566(X)  to  OffShell u_gam_20811(X)  AntiPart OffShell u_beta_11026(X)^(*) : Vertex V_0:mu(X_1), AntiPart  OffShell mu(X_2),  OffShell A(V_0), Vertex V_1: OffShell u(X_3), AntiPart  OffShell u(X_4),  OffShell A(V_1), : 2/3*i*e^2*gamma_{+%\mu_41593,%eta_27735,%eps_12823}*gamma_{%\mu_41593,%gam_20817,%alpha_20980}*u_{i_15598,%gam_20817}(p_3)_u^(*)*u_{j_15598,%alpha_20980}(p_4)_v*mu_{k_15596,%eps_12823}(p_1)_u*mu_{l_15596,%eta_27735}(p_2)_v^(*)/(m_mu^2 + 2*s_12 + s_22 + reg_prop) : 4/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(m_mu^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  mu_eps_12509(X)^(*)  AntiPart OffShell mu_eta_27566(X)  to  AntiPart u_eta_27778(X)^(*)  u_alpha_21011(X) : Vertex V_0:AntiPart  OffShell mu(X_2), mu(X_1),  OffShell A(V_0), Vertex V_1:AntiPart u(X_3), u(X_4),  OffShell A(V_1), : 2/3*i*e^2*gamma_{+%\mu_41634,%eta_27774,%eps_12849}*gamma_{%\mu_41634,%eta_27775,%del_15799}*u_{j_15605,%eta_27775}(p_4)_u^(*)*u_{i_15605,%del_15799}(p_3)_v*mu_{k_15603,%eps_12849}(p_1)_u*mu_{l_15603,%eta_27774}(p_2)_v^(*)/(m_mu^2 + 2*s_12 + s_22 + reg_prop) : 4/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(m_mu^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  mu_eps_12509(X)^(*)  AntiPart OffShell mu_eta_27566(X)  to  AntiPart u_eta_27778(X)^(*)  OffShell u_eps_12878(X) : Vertex V_0:AntiPart  OffShell mu(X_2), mu(X_1),  OffShell A(V_0), Vertex V_1:AntiPart u(X_3),  OffShell u(X_4),  OffShell A(V_1), : 2/3*i*e^2*gamma_{+%\mu_41682,%eta_27835,%eps_12875}*gamma_{%\mu_41682,%eta_27836,%eta_27837}*u_{i_15612,%eta_27837}(p_3)_v*u_{j_15612,%eta_27836}(p_4)_u^(*)*mu_{k_15610,%eps_12875}(p_1)_u*mu_{l_15610,%eta_27835}(p_2)_v^(*)/(m_mu^2 + 2*s_12 + s_22 + reg_prop) : 4/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(m_mu^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  mu_eps_12509(X)^(*)  AntiPart OffShell mu_eta_27566(X)  to  AntiPart OffShell u_eps_12903(X)^(*)  u_eta_27913(X) : Vertex V_0:AntiPart  OffShell mu(X_2), mu(X_1),  OffShell A(V_0), Vertex V_1:AntiPart  OffShell u(X_3), u(X_4),  OffShell A(V_1), : 2/3*i*e^2*gamma_{+%\mu_41738,%eta_27909,%eps_12900}*gamma_{%\mu_41738,%eta_27910,%gam_20846}*u_{j_15623,%eta_27910}(p_4)_u^(*)*u_{i_15623,%gam_20846}(p_3)_v*mu_{k_15621,%eps_12900}(p_1)_u*mu_{l_15621,%eta_27909}(p_2)_v^(*)/(m_mu^2 + 2*s_12 + s_22 + reg_prop) : 4/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(m_mu^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  mu_eps_12509(X)^(*)  AntiPart OffShell mu_eta_27566(X)  to  AntiPart OffShell u_eps_12903(X)^(*)  OffShell u_del_15830(X) : Vertex V_0:AntiPart  OffShell mu(X_2), mu(X_1),  OffShell A(V_0), Vertex V_1:AntiPart  OffShell u(X_3),  OffShell u(X_4),  OffShell A(V_1), : 2/3*i*e^2*gamma_{+%\mu_41789,%eta_27961,%eps_12930}*gamma_{%\mu_41789,%gam_20871,%eps_12931}*u_{j_15630,%gam_20871}(p_4)_u^(*)*u_{i_15630,%eps_12931}(p_3)_v*mu_{l_15628,%eta_27961}(p_2)_v^(*)*mu_{k_15628,%eps_12930}(p_1)_u/(m_mu^2 + 2*s_12 + s_22 + reg_prop) : 4/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(m_mu^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  OffShell mu_del_15878(X)^(*)  AntiPart mu_eps_13015(X)  to  u_eta_28057(X)  AntiPart u_alpha_21115(X)^(*) : Vertex V_0: OffShell mu(X_1), AntiPart mu(X_2),  OffShell A(V_0), Vertex V_1:u(X_3), AntiPart u(X_4),  OffShell A(V_1), : 2/3*i*e^2*gamma_{+%\mu_42018,%eta_28052,%eta_28053}*gamma_{%\mu_42018,%eta_28054,%gam_20942}*u_{i_15709,%eta_28054}(p_3)_u^(*)*u_{j_15709,%gam_20942}(p_4)_v*mu_{l_15707,%eta_28052}(p_2)_v^(*)*mu_{k_15707,%eta_28053}(p_1)_u/(m_mu^2 + s_11 + 2*s_12 + reg_prop) : 4/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(m_mu^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  OffShell mu_del_15878(X)^(*)  AntiPart mu_eps_13015(X)  to  u_eta_28057(X)  AntiPart OffShell u_alpha_21131(X)^(*) : Vertex V_0: OffShell mu(X_1), AntiPart mu(X_2),  OffShell A(V_0), Vertex V_1:u(X_3), AntiPart  OffShell u(X_4),  OffShell A(V_1), : 2/3*i*e^2*gamma_{+%\mu_42066,%eta_28130,%del_15886}*gamma_{%\mu_42066,%eta_28131,%eta_28132}*u_{i_15716,%eta_28131}(p_3)_u^(*)*u_{j_15716,%eta_28132}(p_4)_v*mu_{l_15714,%eta_28130}(p_2)_v^(*)*mu_{k_15714,%del_15886}(p_1)_u/(m_mu^2 + s_11 + 2*s_12 + reg_prop) : 4/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(m_mu^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  OffShell mu_del_15878(X)^(*)  AntiPart mu_eps_13015(X)  to  OffShell u_gam_20965(X)  AntiPart u_del_15914(X)^(*) : Vertex V_0: OffShell mu(X_1), AntiPart mu(X_2),  OffShell A(V_0), Vertex V_1: OffShell u(X_3), AntiPart u(X_4),  OffShell A(V_1), : 2/3*i*e^2*gamma_{+%\mu_42122,%eta_28203,%del_15911}*gamma_{%\mu_42122,%eta_28204,%beta_11096}*u_{j_15727,%beta_11096}(p_4)_v*u_{i_15727,%eta_28204}(p_3)_u^(*)*mu_{k_15725,%del_15911}(p_1)_u*mu_{l_15725,%eta_28203}(p_2)_v^(*)/(m_mu^2 + s_11 + 2*s_12 + reg_prop) : 4/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(m_mu^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  OffShell mu_del_15878(X)^(*)  AntiPart mu_eps_13015(X)  to  OffShell u_gam_20965(X)  AntiPart OffShell u_beta_11115(X)^(*) : Vertex V_0: OffShell mu(X_1), AntiPart mu(X_2),  OffShell A(V_0), Vertex V_1: OffShell u(X_3), AntiPart  OffShell u(X_4),  OffShell A(V_1), : 2/3*i*e^2*gamma_{+%\mu_42173,%eta_28251,%del_15936}*gamma_{%\mu_42173,%gam_20971,%alpha_21169}*u_{i_15734,%gam_20971}(p_3)_u^(*)*u_{j_15734,%alpha_21169}(p_4)_v*mu_{l_15732,%eta_28251}(p_2)_v^(*)*mu_{k_15732,%del_15936}(p_1)_u/(m_mu^2 + s_11 + 2*s_12 + reg_prop) : 4/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(m_mu^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  OffShell mu_del_15878(X)^(*)  AntiPart mu_eps_13015(X)  to  AntiPart u_eta_28289(X)^(*)  u_alpha_21200(X) : Vertex V_0:AntiPart mu(X_2),  OffShell mu(X_1),  OffShell A(V_0), Vertex V_1:AntiPart u(X_3), u(X_4),  OffShell A(V_1), : 2/3*i*e^2*gamma_{+%\mu_42222,%eta_28286,%del_15966}*gamma_{%\mu_42222,%eta_28287,%del_15967}*u_{j_15741,%eta_28287}(p_4)_u^(*)*u_{i_15741,%del_15967}(p_3)_v*mu_{k_15739,%del_15966}(p_1)_u*mu_{l_15739,%eta_28286}(p_2)_v^(*)/(m_mu^2 + s_11 + 2*s_12 + reg_prop) : 4/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(m_mu^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  OffShell mu_del_15878(X)^(*)  AntiPart mu_eps_13015(X)  to  AntiPart u_eta_28289(X)^(*)  OffShell u_eps_13047(X) : Vertex V_0:AntiPart mu(X_2),  OffShell mu(X_1),  OffShell A(V_0), Vertex V_1:AntiPart u(X_3),  OffShell u(X_4),  OffShell A(V_1), : 2/3*i*e^2*gamma_{+%\mu_42270,%eta_28343,%del_16010}*gamma_{%\mu_42270,%eta_28344,%eta_28345}*u_{j_15748,%eta_28344}(p_4)_u^(*)*u_{i_15748,%eta_28345}(p_3)_v*mu_{l_15746,%eta_28343}(p_2)_v^(*)*mu_{k_15746,%del_16010}(p_1)_u/(m_mu^2 + s_11 + 2*s_12 + reg_prop) : 4/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(m_mu^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  OffShell mu_del_15878(X)^(*)  AntiPart mu_eps_13015(X)  to  AntiPart OffShell u_eps_13053(X)^(*)  u_eta_28416(X) : Vertex V_0:AntiPart mu(X_2),  OffShell mu(X_1),  OffShell A(V_0), Vertex V_1:AntiPart  OffShell u(X_3), u(X_4),  OffShell A(V_1), : 2/3*i*e^2*gamma_{+%\mu_42326,%eta_28413,%del_16039}*gamma_{%\mu_42326,%eta_28414,%gam_21000}*u_{i_15759,%gam_21000}(p_3)_v*u_{j_15759,%eta_28414}(p_4)_u^(*)*mu_{k_15757,%del_16039}(p_1)_u*mu_{l_15757,%eta_28413}(p_2)_v^(*)/(m_mu^2 + s_11 + 2*s_12 + reg_prop) : 4/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(m_mu^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  OffShell mu_del_15878(X)^(*)  AntiPart mu_eps_13015(X)  to  AntiPart OffShell u_eps_13053(X)^(*)  OffShell u_del_16068(X) : Vertex V_0:AntiPart mu(X_2),  OffShell mu(X_1),  OffShell A(V_0), Vertex V_1:AntiPart  OffShell u(X_3),  OffShell u(X_4),  OffShell A(V_1), : 2/3*i*e^2*gamma_{+%\mu_42377,%eta_28461,%del_16065}*gamma_{%\mu_42377,%gam_21025,%eps_13062}*u_{j_15766,%gam_21025}(p_4)_u^(*)*u_{i_15766,%eps_13062}(p_3)_v*mu_{k_15764,%del_16065}(p_1)_u*mu_{l_15764,%eta_28461}(p_2)_v^(*)/(m_mu^2 + s_11 + 2*s_12 + reg_prop) : 4/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(m_mu^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  OffShell mu_del_15878(X)^(*)  AntiPart OffShell mu_eps_13088(X)  to  u_eta_28498(X)  AntiPart u_alpha_21258(X)^(*) : Vertex V_0: OffShell mu(X_1), AntiPart  OffShell mu(X_2),  OffShell A(V_0), Vertex V_1:u(X_3), AntiPart u(X_4),  OffShell A(V_1), : 2/3*i*e^2*gamma_{+%\mu_42438,%eta_28496,%del_16099}*gamma_{%\mu_42438,%gam_21052,%del_16100}*u_{i_15781,%gam_21052}(p_3)_u^(*)*u_{j_15781,%del_16100}(p_4)_v*mu_{k_15779,%del_16099}(p_1)_u*mu_{l_15779,%eta_28496}(p_2)_v^(*)/(s_11 + 2*s_12 + s_22 + reg_prop) : 4/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  OffShell mu_del_15878(X)^(*)  AntiPart OffShell mu_eps_13088(X)  to  u_eta_28498(X)  AntiPart OffShell u_eta_28538(X)^(*) : Vertex V_0: OffShell mu(X_1), AntiPart  OffShell mu(X_2),  OffShell A(V_0), Vertex V_1:u(X_3), AntiPart  OffShell u(X_4),  OffShell A(V_1), : 2/3*i*e^2*gamma_{+%\mu_42477,%eta_28534,%del_16142}*gamma_{%\mu_42477,%eta_28535,%eps_13097}*u_{j_15788,%eps_13097}(p_4)_v*u_{i_15788,%eta_28535}(p_3)_u^(*)*mu_{l_15786,%eta_28534}(p_2)_v^(*)*mu_{k_15786,%del_16142}(p_1)_u/(s_11 + 2*s_12 + s_22 + reg_prop) : 4/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  OffShell mu_del_15878(X)^(*)  AntiPart OffShell mu_eps_13088(X)  to  OffShell u_beta_11135(X)  AntiPart u_gam_21075(X)^(*) : Vertex V_0: OffShell mu(X_1), AntiPart  OffShell mu(X_2),  OffShell A(V_0), Vertex V_1: OffShell u(X_3), AntiPart u(X_4),  OffShell A(V_1), : 2/3*i*e^2*gamma_{+%\mu_42531,%eta_28592,%del_16167}*gamma_{%\mu_42531,%eta_28593,%alpha_21292}*u_{j_15799,%alpha_21292}(p_4)_v*u_{i_15799,%eta_28593}(p_3)_u^(*)*mu_{k_15797,%del_16167}(p_1)_u*mu_{l_15797,%eta_28592}(p_2)_v^(*)/(s_11 + 2*s_12 + s_22 + reg_prop) : 4/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  OffShell mu_del_15878(X)^(*)  AntiPart OffShell mu_eps_13088(X)  to  OffShell u_beta_11135(X)  AntiPart OffShell u_alpha_21323(X)^(*) : Vertex V_0: OffShell mu(X_1), AntiPart  OffShell mu(X_2),  OffShell A(V_0), Vertex V_1: OffShell u(X_3), AntiPart  OffShell u(X_4),  OffShell A(V_1), : 2/3*i*e^2*gamma_{+%\mu_42566,%eta_28652,%del_16204}*gamma_{%\mu_42566,%eta_28653,%eta_28654}*u_{i_15806,%eta_28653}(p_3)_u^(*)*u_{j_15806,%eta_28654}(p_4)_v*mu_{k_15804,%del_16204}(p_1)_u*mu_{l_15804,%eta_28652}(p_2)_v^(*)/(s_11 + 2*s_12 + s_22 + reg_prop) : 4/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  OffShell mu_del_15878(X)^(*)  AntiPart OffShell mu_eps_13088(X)  to  AntiPart u_eps_13145(X)^(*)  u_eta_28723(X) : Vertex V_0:AntiPart  OffShell mu(X_2),  OffShell mu(X_1),  OffShell A(V_0), Vertex V_1:AntiPart u(X_3), u(X_4),  OffShell A(V_1), : 2/3*i*e^2*gamma_{+%\mu_42616,%eta_28720,%del_16230}*gamma_{%\mu_42616,%eta_28721,%gam_21083}*u_{j_15813,%eta_28721}(p_4)_u^(*)*u_{i_15813,%gam_21083}(p_3)_v*mu_{l_15811,%eta_28720}(p_2)_v^(*)*mu_{k_15811,%del_16230}(p_1)_u/(s_11 + 2*s_12 + s_22 + reg_prop) : 4/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  OffShell mu_del_15878(X)^(*)  AntiPart OffShell mu_eps_13088(X)  to  AntiPart u_eps_13145(X)^(*)  OffShell u_del_16259(X) : Vertex V_0:AntiPart  OffShell mu(X_2),  OffShell mu(X_1),  OffShell A(V_0), Vertex V_1:AntiPart u(X_3),  OffShell u(X_4),  OffShell A(V_1), : 2/3*i*e^2*gamma_{+%\mu_42664,%eta_28768,%del_16256}*gamma_{%\mu_42664,%gam_21108,%eps_13154}*u_{i_15820,%eps_13154}(p_3)_v*u_{j_15820,%gam_21108}(p_4)_u^(*)*mu_{l_15818,%eta_28768}(p_2)_v^(*)*mu_{k_15818,%del_16256}(p_1)_u/(s_11 + 2*s_12 + s_22 + reg_prop) : 4/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  OffShell mu_del_15878(X)^(*)  AntiPart OffShell mu_eps_13088(X)  to  AntiPart OffShell u_del_16284(X)^(*)  u_eps_13180(X) : Vertex V_0:AntiPart  OffShell mu(X_2),  OffShell mu(X_1),  OffShell A(V_0), Vertex V_1:AntiPart  OffShell u(X_3), u(X_4),  OffShell A(V_1), : 2/3*i*e^2*gamma_{+%\mu_42721,%eta_28801,%del_16281}*gamma_{%\mu_42721,%gam_21133,%beta_11151}*u_{i_15831,%beta_11151}(p_3)_v*u_{j_15831,%gam_21133}(p_4)_u^(*)*mu_{k_15829,%del_16281}(p_1)_u*mu_{l_15829,%eta_28801}(p_2)_v^(*)/(s_11 + 2*s_12 + s_22 + reg_prop) : 4/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  OffShell mu_del_15878(X)^(*)  AntiPart OffShell mu_eps_13088(X)  to  AntiPart OffShell u_del_16284(X)^(*)  OffShell u_gam_21152(X) : Vertex V_0:AntiPart  OffShell mu(X_2),  OffShell mu(X_1),  OffShell A(V_0), Vertex V_1:AntiPart  OffShell u(X_3),  OffShell u(X_4),  OffShell A(V_1), : 2/3*i*e^2*gamma_{+%\mu_42767,%eta_28838,%del_16323}*gamma_{%\mu_42767,%eta_28839,%del_16324}*u_{i_15838,%del_16324}(p_3)_v*u_{j_15838,%eta_28839}(p_4)_u^(*)*mu_{k_15836,%del_16323}(p_1)_u*mu_{l_15836,%eta_28838}(p_2)_v^(*)/(s_11 + 2*s_12 + s_22 + reg_prop) : 4/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart mu_alpha_21395(X)  mu_beta_11180(X)^(*)  to  u_gam_21165(X)  AntiPart u_del_16373(X)^(*) : Vertex V_0:AntiPart mu(X_1), mu(X_2),  OffShell A(V_0), Vertex V_1:u(X_3), AntiPart u(X_4),  OffShell A(V_1), : 1/3*i*e^2*gamma_{%\mu_42819,%eta_28895,%eta_28896}*gamma_{+%\mu_42819,%gam_21162,%del_16370}*u_{i_15853,%eta_28895}(p_3)_u^(*)*u_{j_15853,%eta_28896}(p_4)_v*mu_{k_15851,%gam_21162}(p_1)_v^(*)*mu_{l_15851,%del_16370}(p_2)_u/(m_mu^2 + s_12 + 1/2*reg_prop) : 1/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(m_mu^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart mu_alpha_21395(X)  mu_beta_11180(X)^(*)  to  u_gam_21165(X)  AntiPart OffShell u_del_16391(X)^(*) : Vertex V_0:AntiPart mu(X_1), mu(X_2),  OffShell A(V_0), Vertex V_1:u(X_3), AntiPart  OffShell u(X_4),  OffShell A(V_1), : 1/3*i*e^2*gamma_{+%\mu_42862,%eta_28946,%beta_11188}*gamma_{%\mu_42862,%gam_21194,%gam_21195}*u_{j_15860,%gam_21195}(p_4)_v*u_{i_15860,%gam_21194}(p_3)_u^(*)*mu_{k_15858,%eta_28946}(p_1)_v^(*)*mu_{l_15858,%beta_11188}(p_2)_u/(m_mu^2 + s_12 + 1/2*reg_prop) : 1/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(m_mu^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart mu_alpha_21395(X)  mu_beta_11180(X)^(*)  to  OffShell u_eta_28986(X)  AntiPart u_alpha_21431(X)^(*) : Vertex V_0:AntiPart mu(X_1), mu(X_2),  OffShell A(V_0), Vertex V_1: OffShell u(X_3), AntiPart u(X_4),  OffShell A(V_1), : 1/3*i*e^2*gamma_{+%\mu_42921,%eta_28983,%beta_11213}*gamma_{%\mu_42921,%eta_28984,%eps_13220}*u_{j_15871,%eps_13220}(p_4)_v*u_{i_15871,%eta_28984}(p_3)_u^(*)*mu_{k_15869,%eta_28983}(p_1)_v^(*)*mu_{l_15869,%beta_11213}(p_2)_u/(m_mu^2 + s_12 + 1/2*reg_prop) : 1/9*e^4*(16*m_u^2*m_mu^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(m_mu^2 + s_12 + 1/2*reg_prop)^(-2)
