Interaction:  c_gam_178(X)^(*)  AntiPart c_del_178(X)  to  e_eps_85(X)  AntiPart e_eta_163(X)^(*) : Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:c(X_1), AntiPart c(X_2),  OffShell A(V_1), : 1/3*i*e^2*gamma_{+%\sigma_325,%eta_160,%eps_82}*gamma_{%\sigma_325,%gam_176,%del_176}*c_{l_71,%eta_160}(p_2)_v^(*)*c_{k_71,%eps_82}(p_1)_u*e_{i_73,%gam_176}(p_3)_u^(*)*e_{j_73,%del_176}(p_4)_v/(m_c^2 + s_12 + 1/2*reg_prop) : 1/9*e^4*(16*m_c^2*m_e^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_c^2*s_34)*(m_c^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  c_eta_41052(X)^(*)  to  AntiPart c_gam_30346(X)^(*)  c_del_26207(X) : Vertex V_1:AntiPart c(X_3), c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1), c(X_2),  OffShell A(V_0), : -2/9*i*e^2*gamma_{+%\lambda_82835,%eta_41738,%eta_41739}*gamma_{%\lambda_82835,%eta_41740,%alpha_28818}*c_{j_28129,%eta_41740}(p_4)_u^(*)*c_{i_28129,%alpha_28818}(p_3)_v*c_{k_28127,%eta_41738}(p_1)_v^(*)*c_{l_28127,%eta_41739}(p_2)_u/(m_c^2 + s_12 + 1/2*reg_prop) : 4/81*e^4*(16*m_c^4 + 8*m_c^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_c^2*s_34)*(m_c^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  c_eta_41052(X)^(*)  to  AntiPart c_gam_30346(X)^(*)  c_del_26207(X) : Vertex V_1:c(X_2), c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1), AntiPart c(X_3),  OffShell A(V_0), : 2/9*i*e^2*gamma_{+%\lambda_82848,%eta_41755,%alpha_28825}*gamma_{%\lambda_82848,%eta_41756,%eta_41757}*c_{j_28129,%eta_41756}(p_4)_u^(*)*c_{i_28129,%alpha_28825}(p_3)_v*c_{k_28127,%eta_41755}(p_1)_v^(*)*c_{l_28127,%eta_41757}(p_2)_u/(m_c^2 + -s_13 + 1/2*reg_prop) : 4/81*e^4*(16*m_c^4 + (-8)*m_c^2*s_13 + 8*s_14*s_23 + (-8)*m_c^2*s_24 + 8*s_12*s_34)*(m_c^2 + -s_13 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  c_eta_41052(X)^(*)  to  AntiPart c_gam_30346(X)^(*)  OffShell c_del_26239(X) : Vertex V_1:AntiPart c(X_3),  OffShell c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1), c(X_2),  OffShell A(V_0), : -2/9*i*e^2*gamma_{+%\lambda_82973,%eta_41936,%eta_41937}*gamma_{%\lambda_82973,%gam_30383,%gam_30384}*c_{k_28139,%eta_41936}(p_1)_v^(*)*c_{j_28141,%gam_30383}(p_4)_u^(*)*c_{l_28139,%eta_41937}(p_2)_u*c_{i_28141,%gam_30384}(p_3)_v/(m_c^2 + s_12 + 1/2*reg_prop) : 4/81*e^4*(16*m_c^4 + 8*m_c^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_c^2*s_34)*(m_c^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  c_eta_41052(X)^(*)  to  AntiPart c_gam_30346(X)^(*)  OffShell c_del_26239(X) : Vertex V_1:c(X_2),  OffShell c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1), AntiPart c(X_3),  OffShell A(V_0), : 2/9*i*e^2*gamma_{+%\lambda_82982,%eta_41948,%gam_30397}*gamma_{%\lambda_82982,%gam_30398,%eta_41949}*c_{k_28139,%eta_41948}(p_1)_v^(*)*c_{j_28141,%gam_30398}(p_4)_u^(*)*c_{l_28139,%eta_41949}(p_2)_u*c_{i_28141,%gam_30397}(p_3)_v/(m_c^2 + -s_13 + 1/2*reg_prop) : 4/81*e^4*(16*m_c^4 + (-8)*m_c^2*s_13 + 8*s_14*s_23 + (-8)*m_c^2*s_24 + 8*s_12*s_34)*(m_c^2 + -s_13 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  c_eta_41052(X)^(*)  to  AntiPart OffShell c_eps_23366(X)^(*)  c_eta_42132(X) : Vertex V_1:AntiPart  OffShell c(X_3), c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1), c(X_2),  OffShell A(V_0), : -2/9*i*e^2*gamma_{+%\lambda_83123,%eta_42104,%eta_42105}*gamma_{%\lambda_83123,%eta_42106,%gam_30502}*c_{j_28157,%eta_42106}(p_4)_u^(*)*c_{l_28155,%eta_42105}(p_2)_u*c_{i_28157,%gam_30502}(p_3)_v*c_{k_28155,%eta_42104}(p_1)_v^(*)/(m_c^2 + s_12 + 1/2*reg_prop) : 4/81*e^4*(16*m_c^4 + 8*m_c^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_c^2*s_34)*(m_c^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  c_eta_41052(X)^(*)  to  AntiPart OffShell c_eps_23366(X)^(*)  c_eta_42132(X) : Vertex V_1:c(X_2), c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1), AntiPart  OffShell c(X_3),  OffShell A(V_0), : 4/9*i*e^2*gamma_{+%\lambda_83132,%eta_42121,%gam_30509}*gamma_{%\lambda_83132,%eta_42122,%eta_42123}*c_{j_28157,%eta_42122}(p_4)_u^(*)*c_{l_28155,%eta_42123}(p_2)_u*c_{i_28157,%gam_30509}(p_3)_v*c_{k_28155,%eta_42121}(p_1)_v^(*)/(m_c^2 + (-2)*s_13 + s_33 + reg_prop) : 16/81*e^4*(16*m_c^4 + (-8)*m_c^2*s_13 + 8*s_14*s_23 + (-8)*m_c^2*s_24 + 8*s_12*s_34)*(m_c^2 + (-2)*s_13 + s_33 + reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  c_eta_41052(X)^(*)  to  AntiPart OffShell c_eps_23366(X)^(*)  OffShell c_eta_42334(X) : Vertex V_1:AntiPart  OffShell c(X_3),  OffShell c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1), c(X_2),  OffShell A(V_0), : -2/9*i*e^2*gamma_{+%\lambda_83265,%eta_42306,%eta_42307}*gamma_{%\lambda_83265,%eta_42308,%eps_23380}*c_{k_28167,%eta_42306}(p_1)_v^(*)*c_{i_28169,%eps_23380}(p_3)_v*c_{j_28169,%eta_42308}(p_4)_u^(*)*c_{l_28167,%eta_42307}(p_2)_u/(m_c^2 + s_12 + 1/2*reg_prop) : 4/81*e^4*(16*m_c^4 + 8*m_c^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_c^2*s_34)*(m_c^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  c_eta_41052(X)^(*)  to  AntiPart OffShell c_eps_23366(X)^(*)  OffShell c_eta_42334(X) : Vertex V_1:c(X_2),  OffShell c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1), AntiPart  OffShell c(X_3),  OffShell A(V_0), : 4/9*i*e^2*gamma_{+%\lambda_83270,%eta_42323,%eps_23391}*gamma_{%\lambda_83270,%eta_42324,%eta_42325}*c_{k_28167,%eta_42323}(p_1)_v^(*)*c_{i_28169,%eps_23391}(p_3)_v*c_{j_28169,%eta_42324}(p_4)_u^(*)*c_{l_28167,%eta_42325}(p_2)_u/(m_c^2 + (-2)*s_13 + s_33 + reg_prop) : 16/81*e^4*(16*m_c^4 + (-8)*m_c^2*s_13 + 8*s_14*s_23 + (-8)*m_c^2*s_24 + 8*s_12*s_34)*(m_c^2 + (-2)*s_13 + s_33 + reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  OffShell c_beta_19851(X)^(*)  to  c_gam_30616(X)  AntiPart c_del_26347(X)^(*) : Vertex V_1:c(X_3), AntiPart c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1),  OffShell c(X_2),  OffShell A(V_0), : -4/9*i*e^2*gamma_{+%\lambda_83421,%eta_42508,%eps_23445}*gamma_{%\lambda_83421,%eta_42509,%alpha_29188}*c_{k_28187,%eta_42508}(p_1)_v^(*)*c_{i_28189,%eta_42509}(p_3)_u^(*)*c_{j_28189,%alpha_29188}(p_4)_v*c_{l_28187,%eps_23445}(p_2)_u/(m_c^2 + 2*s_12 + s_22 + reg_prop) : 16/81*e^4*(16*m_c^4 + 8*m_c^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_c^2*s_34)*(m_c^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  OffShell c_beta_19851(X)^(*)  to  c_gam_30616(X)  AntiPart c_del_26347(X)^(*) : Vertex V_1: OffShell c(X_2), c(X_3),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1), AntiPart c(X_4),  OffShell A(V_0), : 4/9*i*e^2*gamma_{+%\lambda_83430,%eta_42520,%alpha_29195}*gamma_{%\lambda_83430,%eta_42521,%eps_23454}*c_{k_28187,%eta_42520}(p_1)_v^(*)*c_{i_28189,%eta_42521}(p_3)_u^(*)*c_{j_28189,%alpha_29195}(p_4)_v*c_{l_28187,%eps_23454}(p_2)_u/(m_c^2 + s_22 + (-2)*s_23 + reg_prop) : 16/81*e^4*(16*m_c^4 + (-8)*m_c^2*s_14 + (-8)*m_c^2*s_23 + 8*s_13*s_24 + 8*s_12*s_34)*(m_c^2 + s_22 + (-2)*s_23 + reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  OffShell c_beta_19851(X)^(*)  to  c_gam_30616(X)  AntiPart OffShell c_eta_42680(X)^(*) : Vertex V_1:c(X_3), AntiPart  OffShell c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1),  OffShell c(X_2),  OffShell A(V_0), : -4/9*i*e^2*gamma_{+%\lambda_83555,%eta_42667,%beta_19859}*gamma_{%\lambda_83555,%gam_30648,%eps_23503}*c_{j_28201,%eps_23503}(p_4)_v*c_{i_28201,%gam_30648}(p_3)_u^(*)*c_{l_28199,%beta_19859}(p_2)_u*c_{k_28199,%eta_42667}(p_1)_v^(*)/(m_c^2 + 2*s_12 + s_22 + reg_prop) : 16/81*e^4*(16*m_c^4 + 8*m_c^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_c^2*s_34)*(m_c^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  OffShell c_beta_19851(X)^(*)  to  c_gam_30616(X)  AntiPart OffShell c_eta_42680(X)^(*) : Vertex V_1: OffShell c(X_2), c(X_3),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1), AntiPart  OffShell c(X_4),  OffShell A(V_0), : 4/9*i*e^2*gamma_{+%\lambda_83560,%eta_42672,%eps_23512}*gamma_{%\lambda_83560,%gam_30655,%beta_19866}*c_{j_28201,%eps_23512}(p_4)_v*c_{i_28201,%gam_30655}(p_3)_u^(*)*c_{l_28199,%beta_19866}(p_2)_u*c_{k_28199,%eta_42672}(p_1)_v^(*)/(m_c^2 + s_22 + (-2)*s_23 + reg_prop) : 16/81*e^4*(16*m_c^4 + (-8)*m_c^2*s_14 + (-8)*m_c^2*s_23 + 8*s_13*s_24 + 8*s_12*s_34)*(m_c^2 + s_22 + (-2)*s_23 + reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  OffShell c_beta_19851(X)^(*)  to  OffShell c_gam_30728(X)  AntiPart c_del_26413(X)^(*) : Vertex V_1: OffShell c(X_3), AntiPart c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1),  OffShell c(X_2),  OffShell A(V_0), : -4/9*i*e^2*gamma_{+%\lambda_83701,%eta_42791,%beta_19914}*gamma_{%\lambda_83701,%eta_42792,%beta_19915}*c_{l_28215,%beta_19914}(p_2)_u*c_{i_28217,%eta_42792}(p_3)_u^(*)*c_{k_28215,%eta_42791}(p_1)_v^(*)*c_{j_28217,%beta_19915}(p_4)_v/(m_c^2 + 2*s_12 + s_22 + reg_prop) : 16/81*e^4*(16*m_c^4 + 8*m_c^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_c^2*s_34)*(m_c^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  OffShell c_beta_19851(X)^(*)  to  OffShell c_gam_30728(X)  AntiPart c_del_26413(X)^(*) : Vertex V_1: OffShell c(X_2),  OffShell c(X_3),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1), AntiPart c(X_4),  OffShell A(V_0), : 4/9*i*e^2*gamma_{+%\lambda_83710,%eta_42801,%beta_19928}*gamma_{%\lambda_83710,%eta_42802,%beta_19929}*c_{l_28215,%beta_19929}(p_2)_u*c_{i_28217,%eta_42802}(p_3)_u^(*)*c_{k_28215,%eta_42801}(p_1)_v^(*)*c_{j_28217,%beta_19928}(p_4)_v/(s_22 + (-2)*s_23 + s_33 + reg_prop) : 16/81*e^4*(16*m_c^4 + (-8)*m_c^2*s_14 + (-8)*m_c^2*s_23 + 8*s_13*s_24 + 8*s_12*s_34)*(s_22 + (-2)*s_23 + s_33 + reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  OffShell c_beta_19851(X)^(*)  to  OffShell c_gam_30728(X)  AntiPart OffShell c_del_26445(X)^(*) : Vertex V_1: OffShell c(X_3), AntiPart  OffShell c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1),  OffShell c(X_2),  OffShell A(V_0), : -4/9*i*e^2*gamma_{+%\lambda_83829,%eta_42943,%beta_20003}*gamma_{%\lambda_83829,%gam_30765,%gam_30766}*c_{j_28229,%gam_30766}(p_4)_v*c_{k_28227,%eta_42943}(p_1)_v^(*)*c_{l_28227,%beta_20003}(p_2)_u*c_{i_28229,%gam_30765}(p_3)_u^(*)/(m_c^2 + 2*s_12 + s_22 + reg_prop) : 16/81*e^4*(16*m_c^4 + 8*m_c^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_c^2*s_34)*(m_c^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  OffShell c_beta_19851(X)^(*)  to  OffShell c_gam_30728(X)  AntiPart OffShell c_del_26445(X)^(*) : Vertex V_1: OffShell c(X_2),  OffShell c(X_3),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1), AntiPart  OffShell c(X_4),  OffShell A(V_0), : 4/9*i*e^2*gamma_{+%\lambda_83838,%eta_42948,%gam_30779}*gamma_{%\lambda_83838,%gam_30780,%beta_20010}*c_{j_28229,%gam_30779}(p_4)_v*c_{k_28227,%eta_42948}(p_1)_v^(*)*c_{l_28227,%beta_20010}(p_2)_u*c_{i_28229,%gam_30780}(p_3)_u^(*)/(s_22 + (-2)*s_23 + s_33 + reg_prop) : 16/81*e^4*(16*m_c^4 + (-8)*m_c^2*s_14 + (-8)*m_c^2*s_23 + 8*s_13*s_24 + 8*s_12*s_34)*(s_22 + (-2)*s_23 + s_33 + reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  OffShell c_beta_19851(X)^(*)  to  AntiPart c_gam_30884(X)^(*)  c_del_26477(X) : Vertex V_1:AntiPart c(X_3), c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1),  OffShell c(X_2),  OffShell A(V_0), : -4/9*i*e^2*gamma_{+%\lambda_83969,%eta_43065,%beta_20052}*gamma_{%\lambda_83969,%eta_43066,%alpha_29564}*c_{l_28239,%beta_20052}(p_2)_u*c_{k_28239,%eta_43065}(p_1)_v^(*)*c_{i_28241,%alpha_29564}(p_3)_v*c_{j_28241,%eta_43066}(p_4)_u^(*)/(m_c^2 + 2*s_12 + s_22 + reg_prop) : 16/81*e^4*(16*m_c^4 + 8*m_c^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_c^2*s_34)*(m_c^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  OffShell c_beta_19851(X)^(*)  to  AntiPart c_gam_30884(X)^(*)  c_del_26477(X) : Vertex V_1: OffShell c(X_2), c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1), AntiPart c(X_3),  OffShell A(V_0), : 2/9*i*e^2*gamma_{+%\lambda_83978,%eta_43075,%alpha_29571}*gamma_{%\lambda_83978,%eta_43076,%beta_20061}*c_{l_28239,%beta_20061}(p_2)_u*c_{k_28239,%eta_43075}(p_1)_v^(*)*c_{i_28241,%alpha_29571}(p_3)_v*c_{j_28241,%eta_43076}(p_4)_u^(*)/(m_c^2 + -s_13 + 1/2*reg_prop) : 4/81*e^4*(16*m_c^4 + (-8)*m_c^2*s_13 + 8*s_14*s_23 + (-8)*m_c^2*s_24 + 8*s_12*s_34)*(m_c^2 + -s_13 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  OffShell c_beta_19851(X)^(*)  to  AntiPart c_gam_30884(X)^(*)  OffShell c_del_26509(X) : Vertex V_1:AntiPart c(X_3),  OffShell c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1),  OffShell c(X_2),  OffShell A(V_0), : -4/9*i*e^2*gamma_{+%\lambda_84111,%eta_43217,%beta_20107}*gamma_{%\lambda_84111,%gam_30921,%gam_30922}*c_{l_28251,%beta_20107}(p_2)_u*c_{j_28253,%gam_30921}(p_4)_u^(*)*c_{k_28251,%eta_43217}(p_1)_v^(*)*c_{i_28253,%gam_30922}(p_3)_v/(m_c^2 + 2*s_12 + s_22 + reg_prop) : 16/81*e^4*(16*m_c^4 + 8*m_c^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_c^2*s_34)*(m_c^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  OffShell c_beta_19851(X)^(*)  to  AntiPart c_gam_30884(X)^(*)  OffShell c_del_26509(X) : Vertex V_1: OffShell c(X_2),  OffShell c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1), AntiPart c(X_3),  OffShell A(V_0), : 2/9*i*e^2*gamma_{+%\lambda_84116,%eta_43222,%gam_30935}*gamma_{%\lambda_84116,%gam_30936,%beta_20114}*c_{l_28251,%beta_20114}(p_2)_u*c_{j_28253,%gam_30936}(p_4)_u^(*)*c_{k_28251,%eta_43222}(p_1)_v^(*)*c_{i_28253,%gam_30935}(p_3)_v/(m_c^2 + -s_13 + 1/2*reg_prop) : 4/81*e^4*(16*m_c^4 + (-8)*m_c^2*s_13 + 8*s_14*s_23 + (-8)*m_c^2*s_24 + 8*s_12*s_34)*(m_c^2 + -s_13 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  OffShell c_beta_19851(X)^(*)  to  AntiPart OffShell c_eps_23598(X)^(*)  c_eta_43358(X) : Vertex V_1:AntiPart  OffShell c(X_3), c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1),  OffShell c(X_2),  OffShell A(V_0), : -4/9*i*e^2*gamma_{+%\lambda_84257,%eta_43339,%beta_20155}*gamma_{%\lambda_84257,%eta_43340,%gam_31040}*c_{l_28267,%beta_20155}(p_2)_u*c_{i_28269,%gam_31040}(p_3)_v*c_{j_28269,%eta_43340}(p_4)_u^(*)*c_{k_28267,%eta_43339}(p_1)_v^(*)/(m_c^2 + 2*s_12 + s_22 + reg_prop) : 16/81*e^4*(16*m_c^4 + 8*m_c^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_c^2*s_34)*(m_c^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  OffShell c_beta_19851(X)^(*)  to  AntiPart OffShell c_eps_23598(X)^(*)  c_eta_43358(X) : Vertex V_1: OffShell c(X_2), c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1), AntiPart  OffShell c(X_3),  OffShell A(V_0), : 4/9*i*e^2*gamma_{+%\lambda_84266,%eta_43349,%gam_31047}*gamma_{%\lambda_84266,%eta_43350,%beta_20162}*c_{l_28267,%beta_20162}(p_2)_u*c_{i_28269,%gam_31047}(p_3)_v*c_{j_28269,%eta_43350}(p_4)_u^(*)*c_{k_28267,%eta_43349}(p_1)_v^(*)/(m_c^2 + (-2)*s_13 + s_33 + reg_prop) : 16/81*e^4*(16*m_c^4 + (-8)*m_c^2*s_13 + 8*s_14*s_23 + (-8)*m_c^2*s_24 + 8*s_12*s_34)*(m_c^2 + (-2)*s_13 + s_33 + reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  OffShell c_beta_19851(X)^(*)  to  AntiPart OffShell c_eps_23598(X)^(*)  OffShell c_eta_43514(X) : Vertex V_1:AntiPart  OffShell c(X_3),  OffShell c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1),  OffShell c(X_2),  OffShell A(V_0), : -4/9*i*e^2*gamma_{+%\lambda_84393,%eta_43495,%beta_20203}*gamma_{%\lambda_84393,%eta_43496,%eps_23612}*c_{j_28281,%eta_43496}(p_4)_u^(*)*c_{l_28279,%beta_20203}(p_2)_u*c_{i_28281,%eps_23612}(p_3)_v*c_{k_28279,%eta_43495}(p_1)_v^(*)/(m_c^2 + 2*s_12 + s_22 + reg_prop) : 16/81*e^4*(16*m_c^4 + 8*m_c^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_c^2*s_34)*(m_c^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  OffShell c_beta_19851(X)^(*)  to  AntiPart OffShell c_eps_23598(X)^(*)  OffShell c_eta_43514(X) : Vertex V_1: OffShell c(X_2),  OffShell c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1), AntiPart  OffShell c(X_3),  OffShell A(V_0), : 4/9*i*e^2*gamma_{+%\lambda_84402,%eta_43505,%eps_23623}*gamma_{%\lambda_84402,%eta_43506,%beta_20210}*c_{j_28281,%eta_43506}(p_4)_u^(*)*c_{l_28279,%beta_20210}(p_2)_u*c_{i_28281,%eps_23623}(p_3)_v*c_{k_28279,%eta_43505}(p_1)_v^(*)/(m_c^2 + (-2)*s_13 + s_33 + reg_prop) : 16/81*e^4*(16*m_c^4 + (-8)*m_c^2*s_13 + 8*s_14*s_23 + (-8)*m_c^2*s_24 + 8*s_12*s_34)*(m_c^2 + (-2)*s_13 + s_33 + reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  AntiPart c_beta_20257(X)  to  AntiPart c_gam_31162(X)^(*)  AntiPart c_del_26625(X)^(*) : Vertex V_1:AntiPart c(X_2), AntiPart c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1), AntiPart c(X_3),  OffShell A(V_0), : -2/9*i*e^2*gamma_{+%\lambda_84593,%eta_43668,%eta_43669}*gamma_{%\lambda_84593,%eta_43670,%alpha_29942}*c_{j_28317,%alpha_29942}(p_4)_v*c_{l_28315,%eta_43670}(p_2)_v^(*)*c_{k_28315,%eta_43668}(p_1)_v^(*)*c_{i_28317,%eta_43669}(p_3)_v/(m_c^2 + -s_13 + 1/2*reg_prop) : 32/81*e^4*(m_c^4 + -1/2*m_c^2*s_13 + 1/2*s_14*s_23 + -1/2*m_c^2*s_24 + 1/2*s_12*s_34)*(m_c^2 + -s_13 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  AntiPart c_beta_20257(X)  to  AntiPart c_gam_31162(X)^(*)  AntiPart c_del_26625(X)^(*) : Vertex V_1:AntiPart c(X_2), AntiPart c(X_3),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1), AntiPart c(X_4),  OffShell A(V_0), : 2/9*i*e^2*gamma_{+%\lambda_84602,%eta_43685,%alpha_29949}*gamma_{%\lambda_84602,%eta_43686,%eta_43687}*c_{j_28317,%alpha_29949}(p_4)_v*c_{l_28315,%eta_43686}(p_2)_v^(*)*c_{k_28315,%eta_43685}(p_1)_v^(*)*c_{i_28317,%eta_43687}(p_3)_v/(m_c^2 + -s_23 + 1/2*reg_prop) : 32/81*e^4*(m_c^4 + -1/2*m_c^2*s_14 + -1/2*m_c^2*s_23 + 1/2*s_13*s_24 + 1/2*s_12*s_34)*(m_c^2 + -s_23 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  AntiPart c_beta_20257(X)  to  AntiPart c_gam_31162(X)^(*)  AntiPart OffShell c_eta_43884(X)^(*) : Vertex V_1:AntiPart c(X_2), AntiPart  OffShell c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1), AntiPart c(X_3),  OffShell A(V_0), : -2/9*i*e^2*gamma_{+%\lambda_84743,%eta_43865,%gam_31194}*gamma_{%\lambda_84743,%eta_43866,%eps_23705}*c_{i_28329,%gam_31194}(p_3)_v*c_{j_28329,%eps_23705}(p_4)_v*c_{k_28327,%eta_43865}(p_1)_v^(*)*c_{l_28327,%eta_43866}(p_2)_v^(*)/(m_c^2 + -s_13 + 1/2*reg_prop) : 32/81*e^4*(m_c^4 + -1/2*m_c^2*s_13 + 1/2*s_14*s_23 + -1/2*m_c^2*s_24 + 1/2*s_12*s_34)*(m_c^2 + -s_13 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  AntiPart c_beta_20257(X)  to  AntiPart c_gam_31162(X)^(*)  AntiPart OffShell c_eta_43884(X)^(*) : Vertex V_1:AntiPart c(X_2), AntiPart c(X_3),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1), AntiPart  OffShell c(X_4),  OffShell A(V_0), : 2/9*i*e^2*gamma_{+%\lambda_84748,%eta_43875,%eps_23714}*gamma_{%\lambda_84748,%eta_43876,%gam_31201}*c_{i_28329,%gam_31201}(p_3)_v*c_{j_28329,%eps_23714}(p_4)_v*c_{k_28327,%eta_43875}(p_1)_v^(*)*c_{l_28327,%eta_43876}(p_2)_v^(*)/(m_c^2 + -s_23 + 1/2*reg_prop) : 32/81*e^4*(m_c^4 + -1/2*m_c^2*s_14 + -1/2*m_c^2*s_23 + 1/2*s_13*s_24 + 1/2*s_12*s_34)*(m_c^2 + -s_23 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart c_eps_23260(X)  AntiPart c_beta_20257(X)  to  AntiPart OffShell c_gam_31274(X)^(*)  AntiPart c_del_26691(X)^(*) : Vertex V_1:AntiPart c(X_2), AntiPart c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart c(X_1), AntiPart  OffShell c(X_3),  OffShell A(V_0), : -4/9*i*e^2*gamma_{+%\lambda_84881,%eta_44023,%alpha_30150}*gamma_{%\lambda_84881,%eta_44024,%beta_20278}*c_{i_28345,%alpha_30150}(p_3)_v*c_{j_28345,%beta_20278}(p_4)_v*c_{l_28343,%eta_44024}(p_2)_v^(*)*c_{k_28343,%eta_44023}(p_1)_v^(*)/(m_c^2 + (-2)*s_13 + s_33 + reg_prop) : 128/81*e^4*(m_c^4 + -1/2*m_c^2*s_13 + 1/2*s_14*s_23 + -1/2*m_c^2*s_24 + 1/2*s_12*s_34)*(m_c^2 + (-2)*s_13 + s_33 + reg_prop)^(-2)
