Interaction:  d_gam_189(X)^(*)  AntiPart d_del_184(X)  to  e_eps_85(X)  AntiPart e_eta_152(X)^(*) : Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:d(X_1), AntiPart d(X_2),  OffShell A(V_1), : -1/6*i*e^2*gamma_{%\sigma_325,%gam_186,%del_182}*gamma_{+%\sigma_325,%gam_187,%eps_82}*d_{k_71,%eps_82}(p_1)_u*d_{l_71,%gam_187}(p_2)_v^(*)*e_{i_73,%gam_186}(p_3)_u^(*)*e_{j_73,%del_182}(p_4)_v/(m_d^2 + s_12 + 1/2*reg_prop) : 1/36*e^4*(16*m_d^2*m_e^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  OffShell d_del_15152(X)^(*)  AntiPart d_eps_11288(X)  to  AntiPart u_eta_12708(X)^(*)  OffShell u_eps_11320(X) : Vertex V_0:AntiPart u(X_3),  OffShell u(X_4),  OffShell A(V_0), Vertex V_1: OffShell d(X_1), AntiPart d(X_2),  OffShell A(V_1), : 2/9*i*e^2*gamma_{+%\nu_41398,%eta_12738,%eta_12739}*gamma_{%\nu_41398,%gam_19822,%del_15314}*d_{k_15106,%del_15314}(p_1)_u*d_{l_15106,%gam_19822}(p_2)_v^(*)*u_{j_15108,%eta_12738}(p_4)_u^(*)*u_{i_15108,%eta_12739}(p_3)_v/(m_d^2 + s_11 + 2*s_12 + reg_prop) : 4/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  OffShell d_del_15152(X)^(*)  AntiPart d_eps_11288(X)  to  AntiPart OffShell u_eps_11326(X)^(*)  u_eta_12785(X) : Vertex V_0:AntiPart  OffShell u(X_3), u(X_4),  OffShell A(V_0), Vertex V_1: OffShell d(X_1), AntiPart d(X_2),  OffShell A(V_1), : 2/9*i*e^2*gamma_{+%\nu_41447,%eta_12783,%gam_19854}*gamma_{%\nu_41447,%gam_19855,%del_15349}*d_{k_15117,%del_15349}(p_1)_u*d_{l_15117,%gam_19855}(p_2)_v^(*)*u_{j_15119,%eta_12783}(p_4)_u^(*)*u_{i_15119,%gam_19854}(p_3)_v/(m_d^2 + s_11 + 2*s_12 + reg_prop) : 4/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  OffShell d_del_15152(X)^(*)  AntiPart d_eps_11288(X)  to  AntiPart OffShell u_eps_11326(X)^(*)  OffShell u_del_15384(X) : Vertex V_0:AntiPart  OffShell u(X_3),  OffShell u(X_4),  OffShell A(V_0), Vertex V_1: OffShell d(X_1), AntiPart d(X_2),  OffShell A(V_1), : 2/9*i*e^2*gamma_{+%\nu_41486,%gam_19904,%eps_11335}*gamma_{%\nu_41486,%gam_19905,%del_15381}*d_{k_15124,%del_15381}(p_1)_u*d_{l_15124,%gam_19905}(p_2)_v^(*)*u_{i_15126,%eps_11335}(p_3)_v*u_{j_15126,%gam_19904}(p_4)_u^(*)/(m_d^2 + s_11 + 2*s_12 + reg_prop) : 4/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  OffShell d_del_15152(X)^(*)  AntiPart OffShell d_eps_11361(X)  to  u_eta_12817(X)  AntiPart u_alpha_10433(X)^(*) : Vertex V_0:u(X_3), AntiPart u(X_4),  OffShell A(V_0), Vertex V_1: OffShell d(X_1), AntiPart  OffShell d(X_2),  OffShell A(V_1), : 2/9*i*e^2*gamma_{+%\nu_41549,%gam_19956,%del_15421}*gamma_{%\nu_41549,%gam_19957,%del_15422}*d_{l_15139,%gam_19957}(p_2)_v^(*)*d_{k_15139,%del_15422}(p_1)_u*u_{j_15141,%del_15421}(p_4)_v*u_{i_15141,%gam_19956}(p_3)_u^(*)/(s_11 + 2*s_12 + s_22 + reg_prop) : 4/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  OffShell d_del_15152(X)^(*)  AntiPart OffShell d_eps_11361(X)  to  u_eta_12817(X)  AntiPart OffShell u_eta_12832(X)^(*) : Vertex V_0:u(X_3), AntiPart  OffShell u(X_4),  OffShell A(V_0), Vertex V_1: OffShell d(X_1), AntiPart  OffShell d(X_2),  OffShell A(V_1), : 2/9*i*e^2*gamma_{+%\nu_41591,%eta_12829,%eps_11370}*gamma_{%\nu_41591,%gam_20001,%del_15470}*d_{l_15146,%gam_20001}(p_2)_v^(*)*d_{k_15146,%del_15470}(p_1)_u*u_{i_15148,%eta_12829}(p_3)_u^(*)*u_{j_15148,%eps_11370}(p_4)_v/(s_11 + 2*s_12 + s_22 + reg_prop) : 4/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  OffShell d_del_15152(X)^(*)  AntiPart OffShell d_eps_11361(X)  to  OffShell u_beta_9781(X)  AntiPart u_gam_20030(X)^(*) : Vertex V_0: OffShell u(X_3), AntiPart u(X_4),  OffShell A(V_0), Vertex V_1: OffShell d(X_1), AntiPart  OffShell d(X_2),  OffShell A(V_1), : 2/9*i*e^2*gamma_{+%\nu_41640,%eta_12862,%alpha_10455}*gamma_{%\nu_41640,%gam_20028,%del_15501}*d_{l_15157,%gam_20028}(p_2)_v^(*)*d_{k_15157,%del_15501}(p_1)_u*u_{j_15159,%alpha_10455}(p_4)_v*u_{i_15159,%eta_12862}(p_3)_u^(*)/(s_11 + 2*s_12 + s_22 + reg_prop) : 4/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  OffShell d_del_15152(X)^(*)  AntiPart OffShell d_eps_11361(X)  to  OffShell u_beta_9781(X)  AntiPart OffShell u_alpha_10480(X)^(*) : Vertex V_0: OffShell u(X_3), AntiPart  OffShell u(X_4),  OffShell A(V_0), Vertex V_1: OffShell d(X_1), AntiPart  OffShell d(X_2),  OffShell A(V_1), : 2/9*i*e^2*gamma_{+%\nu_41683,%eta_12897,%eta_12898}*gamma_{%\nu_41683,%gam_20055,%del_15544}*d_{l_15164,%gam_20055}(p_2)_v^(*)*d_{k_15164,%del_15544}(p_1)_u*u_{j_15166,%eta_12898}(p_4)_v*u_{i_15166,%eta_12897}(p_3)_u^(*)/(s_11 + 2*s_12 + s_22 + reg_prop) : 4/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  OffShell d_del_15152(X)^(*)  AntiPart OffShell d_eps_11361(X)  to  AntiPart u_eps_11418(X)^(*)  u_eta_12942(X) : Vertex V_0:AntiPart u(X_3), u(X_4),  OffShell A(V_0), Vertex V_1: OffShell d(X_1), AntiPart  OffShell d(X_2),  OffShell A(V_1), : 2/9*i*e^2*gamma_{+%\nu_41729,%eta_12940,%gam_20087}*gamma_{%\nu_41729,%gam_20088,%del_15576}*d_{k_15171,%del_15576}(p_1)_u*d_{l_15171,%gam_20088}(p_2)_v^(*)*u_{i_15173,%gam_20087}(p_3)_v*u_{j_15173,%eta_12940}(p_4)_u^(*)/(s_11 + 2*s_12 + s_22 + reg_prop) : 4/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  OffShell d_del_15152(X)^(*)  AntiPart OffShell d_eps_11361(X)  to  AntiPart u_eps_11418(X)^(*)  OffShell u_del_15611(X) : Vertex V_0:AntiPart u(X_3),  OffShell u(X_4),  OffShell A(V_0), Vertex V_1: OffShell d(X_1), AntiPart  OffShell d(X_2),  OffShell A(V_1), : 2/9*i*e^2*gamma_{+%\nu_41762,%gam_20137,%eps_11427}*gamma_{%\nu_41762,%gam_20138,%del_15608}*d_{l_15178,%gam_20138}(p_2)_v^(*)*d_{k_15178,%del_15608}(p_1)_u*u_{j_15180,%gam_20137}(p_4)_u^(*)*u_{i_15180,%eps_11427}(p_3)_v/(s_11 + 2*s_12 + s_22 + reg_prop) : 4/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  OffShell d_del_15152(X)^(*)  AntiPart OffShell d_eps_11361(X)  to  AntiPart OffShell u_del_15642(X)^(*)  u_eps_11453(X) : Vertex V_0:AntiPart  OffShell u(X_3), u(X_4),  OffShell A(V_0), Vertex V_1: OffShell d(X_1), AntiPart  OffShell d(X_2),  OffShell A(V_1), : 2/9*i*e^2*gamma_{+%\nu_41822,%gam_20187,%beta_9797}*gamma_{%\nu_41822,%gam_20188,%del_15639}*d_{k_15189,%del_15639}(p_1)_u*d_{l_15189,%gam_20188}(p_2)_v^(*)*u_{j_15191,%gam_20187}(p_4)_u^(*)*u_{i_15191,%beta_9797}(p_3)_v/(s_11 + 2*s_12 + s_22 + reg_prop) : 4/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  OffShell d_del_15152(X)^(*)  AntiPart OffShell d_eps_11361(X)  to  AntiPart OffShell u_del_15642(X)^(*)  OffShell u_gam_20232(X) : Vertex V_0:AntiPart  OffShell u(X_3),  OffShell u(X_4),  OffShell A(V_0), Vertex V_1: OffShell d(X_1), AntiPart  OffShell d(X_2),  OffShell A(V_1), : 2/9*i*e^2*gamma_{+%\nu_41863,%eta_12983,%del_15687}*gamma_{%\nu_41863,%gam_20230,%del_15688}*d_{k_15196,%del_15688}(p_1)_u*d_{l_15196,%gam_20230}(p_2)_v^(*)*u_{i_15198,%del_15687}(p_3)_v*u_{j_15198,%eta_12983}(p_4)_u^(*)/(s_11 + 2*s_12 + s_22 + reg_prop) : 4/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart d_alpha_10522(X)  d_beta_9826(X)^(*)  to  u_gam_20265(X)  AntiPart u_del_15743(X)^(*) : Vertex V_0:u(X_3), AntiPart u(X_4),  OffShell A(V_0), Vertex V_1:AntiPart d(X_1), d(X_2),  OffShell A(V_1), : 1/9*i*e^2*gamma_{+%\nu_41931,%eta_13019,%eta_13020}*gamma_{%\nu_41931,%gam_20262,%del_15740}*d_{l_15211,%del_15740}(p_2)_u*d_{k_15211,%gam_20262}(p_1)_v^(*)*u_{j_15213,%eta_13020}(p_4)_v*u_{i_15213,%eta_13019}(p_3)_u^(*)/(m_d^2 + s_12 + 1/2*reg_prop) : 1/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart d_alpha_10522(X)  d_beta_9826(X)^(*)  to  u_gam_20265(X)  AntiPart OffShell u_del_15772(X)^(*) : Vertex V_0:u(X_3), AntiPart  OffShell u(X_4),  OffShell A(V_0), Vertex V_1:AntiPart d(X_1), d(X_2),  OffShell A(V_1), : 1/9*i*e^2*gamma_{+%\nu_41970,%gam_20304,%gam_20305}*gamma_{%\nu_41970,%gam_20306,%del_15770}*d_{k_15218,%gam_20306}(p_1)_v^(*)*d_{l_15218,%del_15770}(p_2)_u*u_{j_15220,%gam_20305}(p_4)_v*u_{i_15220,%gam_20304}(p_3)_u^(*)/(m_d^2 + s_12 + 1/2*reg_prop) : 1/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart d_alpha_10522(X)  d_beta_9826(X)^(*)  to  OffShell u_eta_13074(X)  AntiPart u_alpha_10546(X)^(*) : Vertex V_0: OffShell u(X_3), AntiPart u(X_4),  OffShell A(V_0), Vertex V_1:AntiPart d(X_1), d(X_2),  OffShell A(V_1), : 1/9*i*e^2*gamma_{+%\nu_42023,%eta_13072,%eps_11493}*gamma_{%\nu_42023,%gam_20367,%del_15800}*d_{l_15229,%del_15800}(p_2)_u*d_{k_15229,%gam_20367}(p_1)_v^(*)*u_{i_15231,%eta_13072}(p_3)_u^(*)*u_{j_15231,%eps_11493}(p_4)_v/(m_d^2 + s_12 + 1/2*reg_prop) : 1/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart d_alpha_10522(X)  d_beta_9826(X)^(*)  to  OffShell u_eta_13074(X)  AntiPart OffShell u_eps_11512(X)^(*) : Vertex V_0: OffShell u(X_3), AntiPart  OffShell u(X_4),  OffShell A(V_0), Vertex V_1:AntiPart d(X_1), d(X_2),  OffShell A(V_1), : 1/9*i*e^2*gamma_{+%\nu_42056,%eta_13100,%del_15835}*gamma_{%\nu_42056,%gam_20394,%del_15836}*d_{k_15236,%gam_20394}(p_1)_v^(*)*d_{l_15236,%del_15836}(p_2)_u*u_{i_15238,%eta_13100}(p_3)_u^(*)*u_{j_15238,%del_15835}(p_4)_v/(m_d^2 + s_12 + 1/2*reg_prop) : 1/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart d_alpha_10522(X)  d_beta_9826(X)^(*)  to  AntiPart u_gam_20421(X)^(*)  u_del_15880(X) : Vertex V_0:AntiPart u(X_3), u(X_4),  OffShell A(V_0), Vertex V_1:AntiPart d(X_1), d(X_2),  OffShell A(V_1), : 1/9*i*e^2*gamma_{+%\nu_42095,%eta_13130,%alpha_10573}*gamma_{%\nu_42095,%gam_20419,%del_15878}*d_{k_15243,%gam_20419}(p_1)_v^(*)*d_{l_15243,%del_15878}(p_2)_u*u_{j_15245,%eta_13130}(p_4)_u^(*)*u_{i_15245,%alpha_10573}(p_3)_v/(m_d^2 + s_12 + 1/2*reg_prop) : 1/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart d_alpha_10522(X)  d_beta_9826(X)^(*)  to  AntiPart u_gam_20421(X)^(*)  OffShell u_beta_9858(X) : Vertex V_0:AntiPart u(X_3),  OffShell u(X_4),  OffShell A(V_0), Vertex V_1:AntiPart d(X_1), d(X_2),  OffShell A(V_1), : 1/9*i*e^2*gamma_{+%\nu_42136,%eta_13157,%gam_20451}*gamma_{%\nu_42136,%gam_20452,%del_15905}*d_{l_15250,%del_15905}(p_2)_u*d_{k_15250,%gam_20452}(p_1)_v^(*)*u_{j_15252,%eta_13157}(p_4)_u^(*)*u_{i_15252,%gam_20451}(p_3)_v/(m_d^2 + s_12 + 1/2*reg_prop) : 1/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart d_alpha_10522(X)  d_beta_9826(X)^(*)  to  AntiPart OffShell u_beta_9864(X)^(*)  u_gam_20498(X) : Vertex V_0:AntiPart  OffShell u(X_3), u(X_4),  OffShell A(V_0), Vertex V_1:AntiPart d(X_1), d(X_2),  OffShell A(V_1), : 1/9*i*e^2*gamma_{+%\nu_42185,%eta_13189,%eta_13190}*gamma_{%\nu_42185,%gam_20496,%del_15932}*d_{l_15261,%del_15932}(p_2)_u*d_{k_15261,%gam_20496}(p_1)_v^(*)*u_{j_15263,%eta_13189}(p_4)_u^(*)*u_{i_15263,%eta_13190}(p_3)_v/(m_d^2 + s_12 + 1/2*reg_prop) : 1/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart d_alpha_10522(X)  d_beta_9826(X)^(*)  to  AntiPart OffShell u_beta_9864(X)^(*)  OffShell u_alpha_10635(X) : Vertex V_0:AntiPart  OffShell u(X_3),  OffShell u(X_4),  OffShell A(V_0), Vertex V_1:AntiPart d(X_1), d(X_2),  OffShell A(V_1), : 1/9*i*e^2*gamma_{+%\nu_42228,%eta_13235,%beta_9873}*gamma_{%\nu_42228,%gam_20523,%del_15959}*d_{l_15268,%del_15959}(p_2)_u*d_{k_15268,%gam_20523}(p_1)_v^(*)*u_{j_15270,%eta_13235}(p_4)_u^(*)*u_{i_15270,%beta_9873}(p_3)_v/(m_d^2 + s_12 + 1/2*reg_prop) : 1/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart d_alpha_10522(X)  OffShell d_beta_9899(X)^(*)  to  u_gam_20554(X)  AntiPart u_del_15985(X)^(*) : Vertex V_0:u(X_3), AntiPart u(X_4),  OffShell A(V_0), Vertex V_1:AntiPart d(X_1),  OffShell d(X_2),  OffShell A(V_1), : 2/9*i*e^2*gamma_{+%\nu_42298,%eta_13268,%alpha_10654}*gamma_{%\nu_42298,%gam_20552,%eps_11528}*d_{k_15283,%gam_20552}(p_1)_v^(*)*d_{l_15283,%eps_11528}(p_2)_u*u_{i_15285,%eta_13268}(p_3)_u^(*)*u_{j_15285,%alpha_10654}(p_4)_v/(m_d^2 + 2*s_12 + s_22 + reg_prop) : 4/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart d_alpha_10522(X)  OffShell d_beta_9899(X)^(*)  to  u_gam_20554(X)  AntiPart OffShell u_gam_20588(X)^(*) : Vertex V_0:u(X_3), AntiPart  OffShell u(X_4),  OffShell A(V_0), Vertex V_1:AntiPart d(X_1),  OffShell d(X_2),  OffShell A(V_1), : 2/9*i*e^2*gamma_{+%\nu_42337,%gam_20584,%beta_9908}*gamma_{%\nu_42337,%gam_20585,%del_15996}*d_{l_15290,%del_15996}(p_2)_u*d_{k_15290,%gam_20585}(p_1)_v^(*)*u_{j_15292,%beta_9908}(p_4)_v*u_{i_15292,%gam_20584}(p_3)_u^(*)/(m_d^2 + 2*s_12 + s_22 + reg_prop) : 4/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart d_alpha_10522(X)  OffShell d_beta_9899(X)^(*)  to  OffShell u_eps_11551(X)  AntiPart u_eta_13303(X)^(*) : Vertex V_0: OffShell u(X_3), AntiPart u(X_4),  OffShell A(V_0), Vertex V_1:AntiPart d(X_1),  OffShell d(X_2),  OffShell A(V_1), : 2/9*i*e^2*gamma_{+%\nu_42386,%gam_20636,%del_16030}*gamma_{%\nu_42386,%gam_20637,%del_16031}*d_{l_15301,%del_16031}(p_2)_u*d_{k_15301,%gam_20637}(p_1)_v^(*)*u_{j_15303,%del_16030}(p_4)_v*u_{i_15303,%gam_20636}(p_3)_u^(*)/(m_d^2 + 2*s_12 + s_22 + reg_prop) : 4/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart d_alpha_10522(X)  OffShell d_beta_9899(X)^(*)  to  OffShell u_eps_11551(X)  AntiPart OffShell u_del_16075(X)^(*) : Vertex V_0: OffShell u(X_3), AntiPart  OffShell u(X_4),  OffShell A(V_0), Vertex V_1:AntiPart d(X_1),  OffShell d(X_2),  OffShell A(V_1), : 2/9*i*e^2*gamma_{+%\nu_42419,%eta_13314,%gam_20686}*gamma_{%\nu_42419,%gam_20687,%del_16073}*d_{l_15308,%del_16073}(p_2)_u*d_{k_15308,%gam_20687}(p_1)_v^(*)*u_{i_15310,%eta_13314}(p_3)_u^(*)*u_{j_15310,%gam_20686}(p_4)_v/(m_d^2 + 2*s_12 + s_22 + reg_prop) : 4/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart d_alpha_10522(X)  OffShell d_beta_9899(X)^(*)  to  AntiPart u_beta_9944(X)^(*)  u_gam_20731(X) : Vertex V_0:AntiPart u(X_3), u(X_4),  OffShell A(V_0), Vertex V_1:AntiPart d(X_1),  OffShell d(X_2),  OffShell A(V_1), : 2/9*i*e^2*gamma_{+%\nu_42469,%eta_13346,%eta_13347}*gamma_{%\nu_42469,%gam_20729,%del_16100}*d_{k_15315,%gam_20729}(p_1)_v^(*)*d_{l_15315,%del_16100}(p_2)_u*u_{i_15317,%eta_13347}(p_3)_v*u_{j_15317,%eta_13346}(p_4)_u^(*)/(m_d^2 + 2*s_12 + s_22 + reg_prop) : 4/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart d_alpha_10522(X)  OffShell d_beta_9899(X)^(*)  to  AntiPart u_beta_9944(X)^(*)  OffShell u_alpha_10736(X) : Vertex V_0:AntiPart u(X_3),  OffShell u(X_4),  OffShell A(V_0), Vertex V_1:AntiPart d(X_1),  OffShell d(X_2),  OffShell A(V_1), : 2/9*i*e^2*gamma_{+%\nu_42516,%eta_13392,%beta_9953}*gamma_{%\nu_42516,%gam_20756,%del_16127}*d_{l_15322,%del_16127}(p_2)_u*d_{k_15322,%gam_20756}(p_1)_v^(*)*u_{i_15324,%beta_9953}(p_3)_v*u_{j_15324,%eta_13392}(p_4)_u^(*)/(m_d^2 + 2*s_12 + s_22 + reg_prop) : 4/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart d_alpha_10522(X)  OffShell d_beta_9899(X)^(*)  to  AntiPart OffShell u_alpha_10748(X)^(*)  u_beta_9979(X) : Vertex V_0:AntiPart  OffShell u(X_3), u(X_4),  OffShell A(V_0), Vertex V_1:AntiPart d(X_1),  OffShell d(X_2),  OffShell A(V_1), : 2/9*i*e^2*gamma_{+%\nu_42565,%eta_13423,%eps_11567}*gamma_{%\nu_42565,%gam_20783,%del_16154}*d_{l_15333,%del_16154}(p_2)_u*d_{k_15333,%gam_20783}(p_1)_v^(*)*u_{j_15335,%eta_13423}(p_4)_u^(*)*u_{i_15335,%eps_11567}(p_3)_v/(m_d^2 + 2*s_12 + s_22 + reg_prop) : 4/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart d_alpha_10522(X)  OffShell d_beta_9899(X)^(*)  to  AntiPart OffShell u_alpha_10748(X)^(*)  OffShell u_eta_13453(X) : Vertex V_0:AntiPart  OffShell u(X_3),  OffShell u(X_4),  OffShell A(V_0), Vertex V_1:AntiPart d(X_1),  OffShell d(X_2),  OffShell A(V_1), : 2/9*i*e^2*gamma_{+%\nu_42598,%eta_13451,%alpha_10763}*gamma_{%\nu_42598,%gam_20810,%del_16181}*d_{k_15340,%gam_20810}(p_1)_v^(*)*d_{l_15340,%del_16181}(p_2)_u*u_{j_15342,%eta_13451}(p_4)_u^(*)*u_{i_15342,%alpha_10763}(p_3)_v/(m_d^2 + 2*s_12 + s_22 + reg_prop) : 4/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  AntiPart OffShell d_del_16244(X)  d_eps_11628(X)^(*)  to  u_eta_13518(X)  AntiPart u_alpha_10831(X)^(*) : Vertex V_0:u(X_3), AntiPart u(X_4),  OffShell A(V_0), Vertex V_1:AntiPart  OffShell d(X_1), d(X_2),  OffShell A(V_1), : 2/9*i*e^2*gamma_{+%\nu_42828,%eta_13515,%gam_20878}*gamma_{%\nu_42828,%gam_20879,%del_16242}*d_{l_15419,%del_16242}(p_2)_u*d_{k_15419,%gam_20879}(p_1)_v^(*)*u_{j_15421,%gam_20878}(p_4)_v*u_{i_15421,%eta_13515}(p_3)_u^(*)/(m_d^2 + s_11 + 2*s_12 + reg_prop) : 4/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  AntiPart OffShell d_del_16244(X)  d_eps_11628(X)^(*)  to  u_eta_13518(X)  AntiPart OffShell u_alpha_10841(X)^(*) : Vertex V_0:u(X_3), AntiPart  OffShell u(X_4),  OffShell A(V_0), Vertex V_1:AntiPart  OffShell d(X_1), d(X_2),  OffShell A(V_1), : 2/9*i*e^2*gamma_{+%\nu_42875,%eta_13553,%eta_13554}*gamma_{%\nu_42875,%gam_20923,%eps_11636}*d_{k_15426,%gam_20923}(p_1)_v^(*)*d_{l_15426,%eps_11636}(p_2)_u*u_{i_15428,%eta_13553}(p_3)_u^(*)*u_{j_15428,%eta_13554}(p_4)_v/(m_d^2 + s_11 + 2*s_12 + reg_prop) : 4/81*e^4*(16*m_d^2*m_u^2 + 8*m_u^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + s_11 + 2*s_12 + reg_prop)^(-2)
