Interaction:  b_gam_189(X)^(*)  AntiPart b_del_184(X)  to  e_eps_85(X)  AntiPart e_eta_152(X)^(*) : Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:b(X_1), AntiPart b(X_2),  OffShell A(V_1), : -1/6*i*e^2*gamma_{+%\tau_327,%gam_186,%del_182}*gamma_{%\tau_327,%gam_187,%eps_82}*b_{k_71,%eps_82}(p_1)_u*b_{l_71,%gam_187}(p_2)_v^(*)*e_{i_73,%gam_186}(p_3)_u^(*)*e_{j_73,%del_182}(p_4)_v/(m_b^2 + s_12 + 1/2*reg_prop) : 1/36*e^4*(16*m_b^2*m_e^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  b_alpha_7215(X)^(*)  AntiPart b_beta_6832(X)  to  OffShell t_eta_8704(X)  AntiPart t_alpha_7227(X)^(*) : Vertex V_0: OffShell t(X_3), AntiPart t(X_4),  OffShell A(V_0), Vertex V_1:b(X_1), AntiPart b(X_2),  OffShell A(V_1), : -1/6*i*e^2*gamma_{+%\tau_29619,%gam_13034,%eps_7823}*gamma_{%\tau_29619,%gam_13035,%del_9897}*b_{k_10461,%del_9897}(p_1)_u*b_{l_10461,%gam_13035}(p_2)_v^(*)*t_{j_10463,%eps_7823}(p_4)_v*t_{i_10463,%gam_13034}(p_3)_u^(*)/(m_b^2 + s_12 + 1/2*reg_prop) : 1/36*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  b_alpha_7215(X)^(*)  AntiPart b_beta_6832(X)  to  OffShell t_eta_8704(X)  AntiPart OffShell t_eps_7842(X)^(*) : Vertex V_0: OffShell t(X_3), AntiPart  OffShell t(X_4),  OffShell A(V_0), Vertex V_1:b(X_1), AntiPart b(X_2),  OffShell A(V_1), : -1/6*i*e^2*gamma_{+%\tau_29664,%gam_13086,%del_9938}*gamma_{%\tau_29664,%gam_13087,%del_9939}*b_{l_10468,%gam_13087}(p_2)_v^(*)*b_{k_10468,%del_9939}(p_1)_u*t_{i_10470,%gam_13086}(p_3)_u^(*)*t_{j_10470,%del_9938}(p_4)_v/(m_b^2 + s_12 + 1/2*reg_prop) : 1/36*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  b_alpha_7215(X)^(*)  AntiPart b_beta_6832(X)  to  AntiPart t_gam_13139(X)^(*)  t_del_9994(X) : Vertex V_0:AntiPart t(X_3), t(X_4),  OffShell A(V_0), Vertex V_1:b(X_1), AntiPart b(X_2),  OffShell A(V_1), : -1/6*i*e^2*gamma_{+%\tau_29703,%gam_13136,%del_9991}*gamma_{%\tau_29703,%gam_13137,%del_9992}*b_{k_10475,%del_9992}(p_1)_u*b_{l_10475,%gam_13137}(p_2)_v^(*)*t_{j_10477,%gam_13136}(p_4)_u^(*)*t_{i_10477,%del_9991}(p_3)_v/(m_b^2 + s_12 + 1/2*reg_prop) : 1/36*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  b_alpha_7215(X)^(*)  AntiPart b_beta_6832(X)  to  AntiPart t_gam_13139(X)^(*)  OffShell t_beta_6864(X) : Vertex V_0:AntiPart t(X_3),  OffShell t(X_4),  OffShell A(V_0), Vertex V_1:b(X_1), AntiPart b(X_2),  OffShell A(V_1), : -1/6*i*e^2*gamma_{+%\tau_29759,%gam_13193,%gam_13194}*gamma_{%\tau_29759,%gam_13195,%del_10039}*b_{l_10482,%gam_13195}(p_2)_v^(*)*b_{k_10482,%del_10039}(p_1)_u*t_{j_10484,%gam_13193}(p_4)_u^(*)*t_{i_10484,%gam_13194}(p_3)_v/(m_b^2 + s_12 + 1/2*reg_prop) : 1/36*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  b_alpha_7215(X)^(*)  AntiPart b_beta_6832(X)  to  AntiPart OffShell t_beta_6870(X)^(*)  t_gam_13266(X) : Vertex V_0:AntiPart  OffShell t(X_3), t(X_4),  OffShell A(V_0), Vertex V_1:b(X_1), AntiPart b(X_2),  OffShell A(V_1), : -1/6*i*e^2*gamma_{+%\tau_29814,%gam_13263,%eta_8720}*gamma_{%\tau_29814,%gam_13264,%del_10072}*b_{k_10493,%del_10072}(p_1)_u*b_{l_10493,%gam_13264}(p_2)_v^(*)*t_{i_10495,%eta_8720}(p_3)_v*t_{j_10495,%gam_13263}(p_4)_u^(*)/(m_b^2 + s_12 + 1/2*reg_prop) : 1/36*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  b_alpha_7215(X)^(*)  AntiPart b_beta_6832(X)  to  AntiPart OffShell t_beta_6870(X)^(*)  OffShell t_alpha_7267(X) : Vertex V_0:AntiPart  OffShell t(X_3),  OffShell t(X_4),  OffShell A(V_0), Vertex V_1:b(X_1), AntiPart b(X_2),  OffShell A(V_1), : -1/6*i*e^2*gamma_{+%\tau_29868,%gam_13315,%del_10109}*gamma_{%\tau_29868,%gam_13316,%del_10110}*b_{k_10500,%del_10110}(p_1)_u*b_{l_10500,%gam_13316}(p_2)_v^(*)*t_{j_10502,%gam_13315}(p_4)_u^(*)*t_{i_10502,%del_10109}(p_3)_v/(m_b^2 + s_12 + 1/2*reg_prop) : 1/36*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  b_alpha_7215(X)^(*)  AntiPart OffShell b_beta_6886(X)  to  t_gam_13372(X)  AntiPart t_del_10166(X)^(*) : Vertex V_0:t(X_3), AntiPart t(X_4),  OffShell A(V_0), Vertex V_1:b(X_1), AntiPart  OffShell b(X_2),  OffShell A(V_1), : -1/3*i*e^2*gamma_{+%\tau_29939,%gam_13369,%del_10163}*gamma_{%\tau_29939,%gam_13370,%del_10164}*b_{k_10515,%del_10164}(p_1)_u*b_{l_10515,%gam_13370}(p_2)_v^(*)*t_{j_10517,%del_10163}(p_4)_v*t_{i_10517,%gam_13369}(p_3)_u^(*)/(m_b^2 + 2*s_12 + s_22 + reg_prop) : 1/9*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  b_alpha_7215(X)^(*)  AntiPart OffShell b_beta_6886(X)  to  t_gam_13372(X)  AntiPart OffShell t_gam_13426(X)^(*) : Vertex V_0:t(X_3), AntiPart  OffShell t(X_4),  OffShell A(V_0), Vertex V_1:b(X_1), AntiPart  OffShell b(X_2),  OffShell A(V_1), : -1/3*i*e^2*gamma_{+%\tau_29978,%gam_13422,%del_10215}*gamma_{%\tau_29978,%gam_13423,%del_10216}*b_{k_10522,%del_10216}(p_1)_u*b_{l_10522,%gam_13423}(p_2)_v^(*)*t_{i_10524,%gam_13422}(p_3)_u^(*)*t_{j_10524,%del_10215}(p_4)_v/(m_b^2 + 2*s_12 + s_22 + reg_prop) : 1/9*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  b_alpha_7215(X)^(*)  AntiPart OffShell b_beta_6886(X)  to  OffShell t_eps_7862(X)  AntiPart t_eta_8757(X)^(*) : Vertex V_0: OffShell t(X_3), AntiPart t(X_4),  OffShell A(V_0), Vertex V_1:b(X_1), AntiPart  OffShell b(X_2),  OffShell A(V_1), : -1/3*i*e^2*gamma_{+%\tau_30033,%gam_13480,%del_10270}*gamma_{%\tau_30033,%gam_13481,%del_10271}*b_{l_10533,%gam_13481}(p_2)_v^(*)*b_{k_10533,%del_10271}(p_1)_u*t_{j_10535,%del_10270}(p_4)_v*t_{i_10535,%gam_13480}(p_3)_u^(*)/(m_b^2 + 2*s_12 + s_22 + reg_prop) : 1/9*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  b_alpha_7215(X)^(*)  AntiPart OffShell b_beta_6886(X)  to  OffShell t_eps_7862(X)  AntiPart OffShell t_del_10321(X)^(*) : Vertex V_0: OffShell t(X_3), AntiPart  OffShell t(X_4),  OffShell A(V_0), Vertex V_1:b(X_1), AntiPart  OffShell b(X_2),  OffShell A(V_1), : -1/3*i*e^2*gamma_{+%\tau_30086,%gam_13540,%gam_13541}*gamma_{%\tau_30086,%gam_13542,%del_10319}*b_{k_10540,%del_10319}(p_1)_u*b_{l_10540,%gam_13542}(p_2)_v^(*)*t_{i_10542,%gam_13540}(p_3)_u^(*)*t_{j_10542,%gam_13541}(p_4)_v/(m_b^2 + 2*s_12 + s_22 + reg_prop) : 1/9*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  b_alpha_7215(X)^(*)  AntiPart OffShell b_beta_6886(X)  to  AntiPart t_beta_6912(X)^(*)  t_gam_13611(X) : Vertex V_0:AntiPart t(X_3), t(X_4),  OffShell A(V_0), Vertex V_1:b(X_1), AntiPart  OffShell b(X_2),  OffShell A(V_1), : -1/3*i*e^2*gamma_{+%\tau_30135,%gam_13608,%eta_8765}*gamma_{%\tau_30135,%gam_13609,%del_10352}*b_{l_10547,%gam_13609}(p_2)_v^(*)*b_{k_10547,%del_10352}(p_1)_u*t_{j_10549,%gam_13608}(p_4)_u^(*)*t_{i_10549,%eta_8765}(p_3)_v/(m_b^2 + 2*s_12 + s_22 + reg_prop) : 1/9*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  b_alpha_7215(X)^(*)  AntiPart OffShell b_beta_6886(X)  to  AntiPart t_beta_6912(X)^(*)  OffShell t_alpha_7313(X) : Vertex V_0:AntiPart t(X_3),  OffShell t(X_4),  OffShell A(V_0), Vertex V_1:b(X_1), AntiPart  OffShell b(X_2),  OffShell A(V_1), : -1/3*i*e^2*gamma_{+%\tau_30174,%gam_13660,%del_10389}*gamma_{%\tau_30174,%gam_13661,%del_10390}*b_{k_10554,%del_10390}(p_1)_u*b_{l_10554,%gam_13661}(p_2)_v^(*)*t_{j_10556,%gam_13660}(p_4)_u^(*)*t_{i_10556,%del_10389}(p_3)_v/(m_b^2 + 2*s_12 + s_22 + reg_prop) : 1/9*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  b_alpha_7215(X)^(*)  AntiPart OffShell b_beta_6886(X)  to  AntiPart OffShell t_alpha_7319(X)^(*)  t_beta_6928(X) : Vertex V_0:AntiPart  OffShell t(X_3), t(X_4),  OffShell A(V_0), Vertex V_1:b(X_1), AntiPart  OffShell b(X_2),  OffShell A(V_1), : -1/3*i*e^2*gamma_{+%\tau_30229,%gam_13712,%eps_7878}*gamma_{%\tau_30229,%gam_13713,%del_10437}*b_{l_10565,%gam_13713}(p_2)_v^(*)*b_{k_10565,%del_10437}(p_1)_u*t_{j_10567,%gam_13712}(p_4)_u^(*)*t_{i_10567,%eps_7878}(p_3)_v/(m_b^2 + 2*s_12 + s_22 + reg_prop) : 1/9*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  b_alpha_7215(X)^(*)  AntiPart OffShell b_beta_6886(X)  to  AntiPart OffShell t_alpha_7319(X)^(*)  OffShell t_eta_8796(X) : Vertex V_0:AntiPart  OffShell t(X_3),  OffShell t(X_4),  OffShell A(V_0), Vertex V_1:b(X_1), AntiPart  OffShell b(X_2),  OffShell A(V_1), : -1/3*i*e^2*gamma_{+%\tau_30282,%gam_13764,%del_10474}*gamma_{%\tau_30282,%gam_13765,%del_10475}*b_{k_10572,%del_10475}(p_1)_u*b_{l_10572,%gam_13765}(p_2)_v^(*)*t_{i_10574,%del_10474}(p_3)_v*t_{j_10574,%gam_13764}(p_4)_u^(*)/(m_b^2 + 2*s_12 + s_22 + reg_prop) : 1/9*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  OffShell b_eta_8844(X)^(*)  AntiPart b_alpha_7379(X)  to  t_beta_6986(X)  AntiPart t_gam_13867(X)^(*) : Vertex V_0:t(X_3), AntiPart t(X_4),  OffShell A(V_0), Vertex V_1: OffShell b(X_1), AntiPart b(X_2),  OffShell A(V_1), : -1/3*i*e^2*gamma_{+%\tau_30511,%gam_13863,%eps_7955}*gamma_{%\tau_30511,%gam_13864,%del_10569}*b_{k_10651,%del_10569}(p_1)_u*b_{l_10651,%gam_13864}(p_2)_v^(*)*t_{j_10653,%eps_7955}(p_4)_v*t_{i_10653,%gam_13863}(p_3)_u^(*)/(m_b^2 + s_11 + 2*s_12 + reg_prop) : 1/9*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  OffShell b_eta_8844(X)^(*)  AntiPart b_alpha_7379(X)  to  t_beta_6986(X)  AntiPart OffShell t_gam_13921(X)^(*) : Vertex V_0:t(X_3), AntiPart  OffShell t(X_4),  OffShell A(V_0), Vertex V_1: OffShell b(X_1), AntiPart b(X_2),  OffShell A(V_1), : -1/3*i*e^2*gamma_{+%\tau_30550,%gam_13918,%del_10605}*gamma_{%\tau_30550,%gam_13919,%eta_8852}*b_{l_10658,%gam_13919}(p_2)_v^(*)*b_{k_10658,%eta_8852}(p_1)_u*t_{j_10660,%del_10605}(p_4)_v*t_{i_10660,%gam_13918}(p_3)_u^(*)/(m_b^2 + s_11 + 2*s_12 + reg_prop) : 1/9*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  OffShell b_eta_8844(X)^(*)  AntiPart b_alpha_7379(X)  to  OffShell t_eps_7978(X)  AntiPart t_eta_8880(X)^(*) : Vertex V_0: OffShell t(X_3), AntiPart t(X_4),  OffShell A(V_0), Vertex V_1: OffShell b(X_1), AntiPart b(X_2),  OffShell A(V_1), : -1/3*i*e^2*gamma_{+%\tau_30613,%gam_13973,%del_10641}*gamma_{%\tau_30613,%gam_13974,%eta_8877}*b_{l_10669,%gam_13974}(p_2)_v^(*)*b_{k_10669,%eta_8877}(p_1)_u*t_{j_10671,%del_10641}(p_4)_v*t_{i_10671,%gam_13973}(p_3)_u^(*)/(m_b^2 + s_11 + 2*s_12 + reg_prop) : 1/9*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  OffShell b_eta_8844(X)^(*)  AntiPart b_alpha_7379(X)  to  OffShell t_eps_7978(X)  AntiPart OffShell t_del_10672(X)^(*) : Vertex V_0: OffShell t(X_3), AntiPart  OffShell t(X_4),  OffShell A(V_0), Vertex V_1: OffShell b(X_1), AntiPart b(X_2),  OffShell A(V_1), : -1/3*i*e^2*gamma_{+%\tau_30666,%gam_14033,%gam_14034}*gamma_{%\tau_30666,%gam_14035,%eta_8902}*b_{l_10676,%gam_14035}(p_2)_v^(*)*b_{k_10676,%eta_8902}(p_1)_u*t_{j_10678,%gam_14034}(p_4)_v*t_{i_10678,%gam_14033}(p_3)_u^(*)/(m_b^2 + s_11 + 2*s_12 + reg_prop) : 1/9*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  OffShell b_eta_8844(X)^(*)  AntiPart b_alpha_7379(X)  to  AntiPart t_beta_7004(X)^(*)  t_gam_14104(X) : Vertex V_0:AntiPart t(X_3), t(X_4),  OffShell A(V_0), Vertex V_1: OffShell b(X_1), AntiPart b(X_2),  OffShell A(V_1), : -1/3*i*e^2*gamma_{+%\tau_30715,%gam_14101,%eta_8932}*gamma_{%\tau_30715,%gam_14102,%eta_8933}*b_{l_10683,%gam_14102}(p_2)_v^(*)*b_{k_10683,%eta_8933}(p_1)_u*t_{i_10685,%eta_8932}(p_3)_v*t_{j_10685,%gam_14101}(p_4)_u^(*)/(m_b^2 + s_11 + 2*s_12 + reg_prop) : 1/9*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  OffShell b_eta_8844(X)^(*)  AntiPart b_alpha_7379(X)  to  AntiPart t_beta_7004(X)^(*)  OffShell t_alpha_7411(X) : Vertex V_0:AntiPart t(X_3),  OffShell t(X_4),  OffShell A(V_0), Vertex V_1: OffShell b(X_1), AntiPart b(X_2),  OffShell A(V_1), : -1/3*i*e^2*gamma_{+%\tau_30754,%gam_14153,%del_10703}*gamma_{%\tau_30754,%gam_14154,%eta_8976}*b_{k_10690,%eta_8976}(p_1)_u*b_{l_10690,%gam_14154}(p_2)_v^(*)*t_{j_10692,%gam_14153}(p_4)_u^(*)*t_{i_10692,%del_10703}(p_3)_v/(m_b^2 + s_11 + 2*s_12 + reg_prop) : 1/9*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  OffShell b_eta_8844(X)^(*)  AntiPart b_alpha_7379(X)  to  AntiPart OffShell t_alpha_7417(X)^(*)  t_beta_7012(X) : Vertex V_0:AntiPart  OffShell t(X_3), t(X_4),  OffShell A(V_0), Vertex V_1: OffShell b(X_1), AntiPart b(X_2),  OffShell A(V_1), : -1/3*i*e^2*gamma_{+%\tau_30809,%gam_14205,%eps_7994}*gamma_{%\tau_30809,%gam_14206,%eta_9005}*b_{l_10701,%gam_14206}(p_2)_v^(*)*b_{k_10701,%eta_9005}(p_1)_u*t_{i_10703,%eps_7994}(p_3)_v*t_{j_10703,%gam_14205}(p_4)_u^(*)/(m_b^2 + s_11 + 2*s_12 + reg_prop) : 1/9*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  OffShell b_eta_8844(X)^(*)  AntiPart b_alpha_7379(X)  to  AntiPart OffShell t_alpha_7417(X)^(*)  OffShell t_eta_9034(X) : Vertex V_0:AntiPart  OffShell t(X_3),  OffShell t(X_4),  OffShell A(V_0), Vertex V_1: OffShell b(X_1), AntiPart b(X_2),  OffShell A(V_1), : -1/3*i*e^2*gamma_{+%\tau_30862,%gam_14257,%del_10750}*gamma_{%\tau_30862,%gam_14258,%eta_9031}*b_{l_10708,%gam_14258}(p_2)_v^(*)*b_{k_10708,%eta_9031}(p_1)_u*t_{i_10710,%del_10750}(p_3)_v*t_{j_10710,%gam_14257}(p_4)_u^(*)/(m_b^2 + s_11 + 2*s_12 + reg_prop) : 1/9*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + s_11 + 2*s_12 + reg_prop)^(-2)
Interaction:  OffShell b_eta_8844(X)^(*)  AntiPart OffShell b_alpha_7433(X)  to  t_beta_7018(X)  AntiPart t_gam_14314(X)^(*) : Vertex V_0:t(X_3), AntiPart t(X_4),  OffShell A(V_0), Vertex V_1: OffShell b(X_1), AntiPart  OffShell b(X_2),  OffShell A(V_1), : -1/3*i*e^2*gamma_{+%\tau_30931,%gam_14311,%eta_9065}*gamma_{%\tau_30931,%gam_14312,%eta_9066}*b_{l_10723,%gam_14312}(p_2)_v^(*)*b_{k_10723,%eta_9066}(p_1)_u*t_{i_10725,%gam_14311}(p_3)_u^(*)*t_{j_10725,%eta_9065}(p_4)_v/(s_11 + 2*s_12 + s_22 + reg_prop) : 1/9*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  OffShell b_eta_8844(X)^(*)  AntiPart OffShell b_alpha_7433(X)  to  t_beta_7018(X)  AntiPart OffShell t_beta_7022(X)^(*) : Vertex V_0:t(X_3), AntiPart  OffShell t(X_4),  OffShell A(V_0), Vertex V_1: OffShell b(X_1), AntiPart  OffShell b(X_2),  OffShell A(V_1), : -1/3*i*e^2*gamma_{+%\tau_30987,%gam_14363,%del_10803}*gamma_{%\tau_30987,%gam_14364,%eta_9108}*b_{k_10730,%eta_9108}(p_1)_u*b_{l_10730,%gam_14364}(p_2)_v^(*)*t_{j_10732,%del_10803}(p_4)_v*t_{i_10732,%gam_14363}(p_3)_u^(*)/(s_11 + 2*s_12 + s_22 + reg_prop) : 1/9*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  OffShell b_eta_8844(X)^(*)  AntiPart OffShell b_alpha_7433(X)  to  OffShell t_del_10833(X)  AntiPart t_eps_8031(X)^(*) : Vertex V_0: OffShell t(X_3), AntiPart t(X_4),  OffShell A(V_0), Vertex V_1: OffShell b(X_1), AntiPart  OffShell b(X_2),  OffShell A(V_1), : -1/3*i*e^2*gamma_{+%\tau_31050,%gam_14422,%gam_14423}*gamma_{%\tau_31050,%gam_14424,%eta_9133}*b_{l_10741,%gam_14424}(p_2)_v^(*)*b_{k_10741,%eta_9133}(p_1)_u*t_{j_10743,%gam_14423}(p_4)_v*t_{i_10743,%gam_14422}(p_3)_u^(*)/(s_11 + 2*s_12 + s_22 + reg_prop) : 1/9*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  OffShell b_eta_8844(X)^(*)  AntiPart OffShell b_alpha_7433(X)  to  OffShell t_del_10833(X)  AntiPart OffShell t_gam_14493(X)^(*) : Vertex V_0: OffShell t(X_3), AntiPart  OffShell t(X_4),  OffShell A(V_0), Vertex V_1: OffShell b(X_1), AntiPart  OffShell b(X_2),  OffShell A(V_1), : -1/3*i*e^2*gamma_{+%\tau_31098,%gam_14490,%del_10863}*gamma_{%\tau_31098,%gam_14491,%eta_9158}*b_{k_10748,%eta_9158}(p_1)_u*b_{l_10748,%gam_14491}(p_2)_v^(*)*t_{j_10750,%del_10863}(p_4)_v*t_{i_10750,%gam_14490}(p_3)_u^(*)/(s_11 + 2*s_12 + s_22 + reg_prop) : 1/9*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  OffShell b_eta_8844(X)^(*)  AntiPart OffShell b_alpha_7433(X)  to  AntiPart t_alpha_7459(X)^(*)  t_beta_7038(X) : Vertex V_0:AntiPart t(X_3), t(X_4),  OffShell A(V_0), Vertex V_1: OffShell b(X_1), AntiPart  OffShell b(X_2),  OffShell A(V_1), : -1/3*i*e^2*gamma_{+%\tau_31142,%gam_14542,%eps_8051}*gamma_{%\tau_31142,%gam_14543,%eta_9184}*b_{l_10755,%gam_14543}(p_2)_v^(*)*b_{k_10755,%eta_9184}(p_1)_u*t_{j_10757,%gam_14542}(p_4)_u^(*)*t_{i_10757,%eps_8051}(p_3)_v/(s_11 + 2*s_12 + s_22 + reg_prop) : 1/9*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  OffShell b_eta_8844(X)^(*)  AntiPart OffShell b_alpha_7433(X)  to  AntiPart t_alpha_7459(X)^(*)  OffShell t_eta_9213(X) : Vertex V_0:AntiPart t(X_3),  OffShell t(X_4),  OffShell A(V_0), Vertex V_1: OffShell b(X_1), AntiPart  OffShell b(X_2),  OffShell A(V_1), : -1/3*i*e^2*gamma_{+%\tau_31181,%gam_14594,%del_10913}*gamma_{%\tau_31181,%gam_14595,%eta_9210}*b_{k_10762,%eta_9210}(p_1)_u*b_{l_10762,%gam_14595}(p_2)_v^(*)*t_{i_10764,%del_10913}(p_3)_v*t_{j_10764,%gam_14594}(p_4)_u^(*)/(s_11 + 2*s_12 + s_22 + reg_prop) : 1/9*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
Interaction:  OffShell b_eta_8844(X)^(*)  AntiPart OffShell b_alpha_7433(X)  to  AntiPart OffShell t_eta_9238(X)^(*)  t_alpha_7475(X) : Vertex V_0:AntiPart  OffShell t(X_3), t(X_4),  OffShell A(V_0), Vertex V_1: OffShell b(X_1), AntiPart  OffShell b(X_2),  OffShell A(V_1), : -1/3*i*e^2*gamma_{+%\tau_31239,%gam_14646,%del_10947}*gamma_{%\tau_31239,%gam_14647,%eta_9235}*b_{k_10773,%eta_9235}(p_1)_u*b_{l_10773,%gam_14647}(p_2)_v^(*)*t_{i_10775,%del_10947}(p_3)_v*t_{j_10775,%gam_14646}(p_4)_u^(*)/(s_11 + 2*s_12 + s_22 + reg_prop) : 1/9*e^4*(16*m_b^2*m_t^2 + 8*m_t^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(s_11 + 2*s_12 + s_22 + reg_prop)^(-2)
